"primary_key","affected_organism_Affected_Organisms"
"DB09537","Gram negative and gram positive bacteria"
"DB09537","Various viruses"
"DB09539","Humans and other mammals"
"DB09543","Humans and other mammals"
"DB09563","Humans and other mammals"
"DB09567","Humans and other mammals"
"DB09568","Humans and other mammals"
"DB09570","Humans and other mammals"
"DB10400","Humans and other mammals"
"DB10401","Humans and other mammals"
"DB10770","Humans and other mammals"
"DB10771","Humans"
"DB10772","Humans"
"DB10997","Humans and other mammals"
"DB11051","Humans and other mammals"
"DB11060","Humans and other mammals"
"DB11062","Humans and other mammals"
"DB11065","Humans and other mammals"
"DB11066","Humans and other mammals"
"DB11071","Humans and other mammals"
"DB11073","Humans and other mammals"
"DB11082","Humans and other mammals"
"DB11085","Humans and other mammals"
"DB11089","Humans and other mammals"
"DB11090","Humans and other mammals"
"DB11093","Humans and other mammals"
"DB11097","Humans and other mammals"
"DB11098","Humans and other mammals"
"DB11100","Humans and other mammals"
"DB11104","Humans and other mammals"
"DB11105","Humans and other mammals"
"DB11110","Humans and other mammals"
"DB11112","Humans and other mammals"
"DB11114","Humans and other mammals"
"DB11121","Humans and other mammals"
"DB11127","Humans and other mammals"
"DB11130","Humans and other mammals"
"DB11143","Humans and other mammals"
"DB11145","Aspergillis, Candida and other fungi"
"DB11145","Trichomonas vaginalis, Giardia duodenalis, and Entamoeba histolytica"
"DB11145","Pseudomonas aeruginosa"
"DB11145","Escherichia coli"
"DB11145","Staphylococcus aureus"
"DB11145","Klebsiella pneumoniae"
"DB11145","Pseudomonas fluorescens"
"DB11145","Pseudomonas cepacia"
"DB11145","Penicillium notatum"
"DB11148","Humans and other mammals"
"DB11150","Humans"
"DB11151","Humans"
"DB11155","Humans and other mammals"
"DB11156","Humans"
"DB11157","Humans"
"DB11160","Humans and other mammals"
"DB11164","Humans"
"DB11171","Humans and other mammals"
"DB11180","Humans and other mammals"
"DB11185","Humans and other mammals"
"DB11200","Humans and other mammals"
"DB11201","Humans"
"DB11202","Humans and other mammals"
"DB11226","Humans and other mammals"
"DB11239","Humans and other mammals"
"DB11242","Humans and other mammals"
"DB11248","Humans and other mammals"
"DB11251","Humans and other mammals"
"DB11254","Humans and other mammals"
"DB11271","Humans and other mammals"
"DB11273","Humans and other mammals"
"DB11274","Humans and other mammals"
"DB11275","Humans and other mammals"
"DB11282","Humans and other mammals"
"DB11300","Humans and other mammals"
"DB11304","Humans and other mammals"
"DB11311","Humans and other mammals"
"DB11321","Humans and other mammals"
"DB11323","Humans and other mammals"
"DB11324","Humans and other mammals"
"DB11328","Humans and other mammals"
"DB11332","Humans"
"DB11338","Humans and other mammals"
"DB11348","Humans and other mammals"
"DB11358","Humans and other mammals"
"DB11362","Humans and other mammals"
"DB11364","Humans and other mammals"
"DB11367","Gram negative and gram positive bacteria"
"DB11367","Escherichia coli"
"DB11367","Salmonella typhi"
"DB11367","Staphylococcus aureus"
"DB11367","Proteus mirabilis"
"DB11367","Klebsiella pneumoniae"
"DB11367","Salmonella paratyphi"
"DB11367","Salmonella schottmuelleri"
"DB11431","Microbes (bacteria, parasites)"
"DB11482","Humans"
"DB11563","Humans and other mammals"
"DB11571","Humans and other mammals"
"DB11572","Humans and other mammals"
"DB11574","Hepatitis C Virus"
"DB11575","Hepatitis C Virus"
"DB11577","Humans and other mammals"
"DB11580","Humans and other mammals"
"DB11581","Humans and other mammals"
"DB11582","Humans and other mammals"
"DB11583","Fungi"
"DB11583","Gram negative and gram positive bacteria"
"DB11584","Humans and other mammals"
"DB11585","Humans and other mammals"
"DB11586","Hepatitis C Virus"
"DB11587","Humans"
"DB11588","Humans and other mammals"
"DB11590","Humans"
"DB11591","Humans and other mammals"
"DB11596","Humans and other mammals"
"DB11598","Humans and other mammals"
"DB11602","Humans and other mammals"
"DB11604","Humans and other mammals"
"DB11613","Hepatitis C Virus"
"DB11619","Humans"
"DB11627","Hepatitis B virus"
"DB11632","Humans and other mammals"
"DB11633","Aspergillis, Candida and other fungi"
"DB11635","Humans and other mammals"
"DB11642","Humans and other mammals"
"DB11644","Humans and other mammals"
"DB11660","Humans and other mammals"
"DB11691","Humans and other mammals"
"DB11699","Humans and other mammals"
"DB11703","Humans and other mammals"
"DB11712","Humans and other mammals"
"DB11714","Humans and other mammals"
"DB11718","Humans and other mammals"
"DB11730","Humans and other mammals"
"DB11737","Humans and other mammals"
"DB11753","Escherichia coli"
"DB11767","Humans and other mammals"
"DB11776","Humans and other mammals"
"DB11793","Humans and other mammals"
"DB11799","Human Immunodeficiency Virus"
"DB11827","Humans and other mammals"
"DB11828","Humans and other mammals"
"DB11834","Humans and other mammals"
"DB11842","Humans and other mammals"
"DB11854","Human Immunodeficiency Virus"
"DB11855","Humans"
"DB11859","Humans and other mammals"
"DB11866","Humans and other mammals"
"DB11901","Humans and other mammals"
"DB11915","Humans and other mammals"
"DB11921","Humans and other mammals"
"DB11943","Pseudomonas aeruginosa"
"DB11943","Streptococcus pyogenes"
"DB11943","Streptococcus agalactiae"
"DB11943","Escherichia coli"
"DB11943","Staphylococcus aureus"
"DB11943","Enterococcus faecalis"
"DB11943","Staphylococcus lugdunensis"
"DB11943","Streptococcus anginosus"
"DB11943","Proteus mirabilis"
"DB11943","Enterobacter cloacae"
"DB11943","Klebsiella pneumoniae"
"DB11943","Staphylococcus haemolyticus"
"DB11943","Streptococcus dysgalactiae"
"DB11943","Enterobacter aerogenes"
"DB11943","Haemophilus parainfluenzae"
"DB11943","Klebsiella oxytoca"
"DB11945","Humans and other mammals"
"DB11952","Humans and other mammals"
"DB11963","Humans and other mammals"
"DB11967","Humans and other mammals"
"DB11978","Humans and other mammals"
"DB11979","Humans and other mammals"
"DB11988","Humans and other mammals"
"DB11989","Trypanosoma cruzi"
"DB11995","Humans and other mammals"
"DB12001","Humans and other mammals"
"DB12020","Humans and other mammals"
"DB12023","Humans and other mammals"
"DB12026","Hepatitis C Virus"
"DB12035","Humans and other mammals"
"DB12070","Human Cytomegalovirus"
"DB12095","Humans and other mammals"
"DB12107","Escherichia coli"
"DB12107","Enterobacter cloacae"
"DB12107","Klebsiella pneumoniae"
"DB12129","Humans and other mammals"
"DB12130","Humans and other mammals"
"DB12141","Humans"
"DB12147","Humans and other mammals"
"DB12159","Humans and other mammals"
"DB12161","Humans and other mammals"
"DB12245","Humans and other mammals"
"DB12249","Humans and other mammals"
"DB12267","Humans and other mammals"
"DB12278","Humans and other mammals"
"DB12301","Humans and other mammals"
"DB12323","Humans and other mammals"
"DB12328","Humans and other mammals"
"DB12329","Humans and other mammals"
"DB12332","Humans and other mammals"
"DB12364","Humans and other mammals"
"DB12371","Humans and other mammals"
"DB12442","Humans and other mammals"
"DB12455","Streptococcus pyogenes"
"DB12455","Streptococcus pneumoniae"
"DB12455","Haemophilus influenzae"
"DB12455","Mycoplasma pneumoniae"
"DB12455","Legionella pneumophila"
"DB12455","Staphylococcus aureus"
"DB12455","Enterococcus faecalis"
"DB12455","Staphylococcus lugdunensis"
"DB12455","Streptococcus anginosus"
"DB12455","Streptococcus constellatus"
"DB12455","Enterobacter cloacae"
"DB12455","Klebsiella pneumoniae"
"DB12455","Haemophilus parainfluenzae"
"DB12455","Streptococcus intermedius"
"DB12455","Chlamydophila pneumoniae"
"DB12532","Humans and other mammals"
"DB12615","Pseudomonas aeruginosa"
"DB12615","Escherichia coli"
"DB12615","Acinetobacter"
"DB12615","Enterobacter"
"DB12615","Klebsiella pneumoniae"
"DB12688","Humans"
"DB12834","Trichomonas vaginalis, Giardia duodenalis, and Entamoeba histolytica"
"DB12834","Bacteria and protozoa"
"DB12834","Bacteroides fragilis"
"DB12836","Humans and other mammals"
"DB12865","Humans and other mammals"
"DB12872","Humans"
"DB12911","Humans and other mammals"
"DB12924","Humans and other mammals"
"DB13025","Humans and other mammals"
"DB13092","Gram negative and gram positive bacteria"
"DB13133","Humans"
"DB13140","Peptoclostridium difficile"
"DB13142","Humans and other mammals"
"DB13145","Humans and other mammals"
"DB13146","Humans and other mammals"
"DB13147","Humans and other mammals"
"DB13148","Humans and other mammals"
"DB13149","Humans and other mammals"
"DB13151","Humans and other mammals"
"DB13155","Aerococcus viridans"
"DB13161","Humans and other mammals"
"DB13165","Humans and other mammals"
"DB13167","Humans and other mammals"
"DB13170","Humans and other mammals"
"DB13173","Humans and other mammals"
"DB13174","Helicobacter pylori"
"DB13174","Staphylococcus aureus"
"DB13178","Humans and other mammals"
"DB13179","Enteric bacteria and other eubacteria"
"DB13192","Humans and other mammals"
"DB13198","Humans and other mammals"
"DB13235","Humans and other mammals"
"DB13249","Humans and other mammals"
"DB13257","Humans and other mammals"
"DB13268","Humans and other mammals"
"DB13268","Trichomonas vaginalis, Giardia duodenalis, and Entamoeba histolytica"
"DB13293","Humans"
"DB13306","Gram negative and gram positive bacteria"
"DB13345","Humans and other mammals"
"DB13421","Herpes simplex virus"
"DB13444","Humans and other mammals"
"DB13456","Gram-positive Bacteria"
"DB13456","Corynebacterium diphtheriae"
"DB13456","Bordetella pertussis"
"DB13501","Humans and other mammals"
"DB13595","Humans and other mammals"
"DB13615","Humans and other mammals"
"DB13620","Humans and other mammals"
"DB13707","Humans and other mammals"
"DB13749","Humans and other mammals"
"DB13751","Humans and other mammals"
"DB13751","Herpes simplex virus"
"DB13751","Various viruses"
"DB13761","Humans and other mammals"
"DB13783","Humans and other mammals"
"DB13800","Humans and other mammals"
"DB13853","Humans and other mammals"
"DB13867","Humans and other mammals"
"DB13873","Humans and other mammals"
"DB13878","Hepatitis C Virus"
"DB13879","Hepatitis C Virus"
"DB13883","Humans and other mammals"
"DB13884","Humans"
"DB13886","Humans and other mammals"
"DB13886","Humans"
"DB13891","Humans"
"DB13892","Humans"
"DB13893","Humans and other mammals"
"DB13894","Humans"
"DB13896","Humans and other mammals"
"DB13905","Humans and other mammals"
"DB13908","Humans and other mammals"
"DB13909","Humans and other mammals"
"DB13915","Humans and other mammals"
"DB13923","Humans and other mammals"
"DB13925","Humans and other mammals"
"DB13926","Humans and other mammals"
"DB13928","Humans and other mammals"
"DB13931","Humans and other mammals"
"DB13932","Humans and other mammals"
"DB13933","Humans and other mammals"
"DB13943","Humans and other mammals"
"DB13944","Humans and other mammals"
"DB13946","Humans and other mammals"
"DB13959","Humans and other mammals"
"DB13960","Yeast and other fungi"
"DB13960","Gram negative and gram positive bacteria"
"DB13960","Pseudomonas aeruginosa"
"DB13960","Streptococcus pyogenes"
"DB13960","Escherichia coli"
"DB13960","Staphylococcus aureus"
"DB13960","Proteus vulgaris"
"DB13960","Shigella"
"DB13960","Proteus mirabilis"
"DB13960","Klebsiella pneumoniae"
"DB13960","Enterobacter aerogenes"
"DB13961","Humans and other mammals"
"DB13966","Humans and other mammals"
"DB13967","Humans and other mammals"
"DB13968","Humans"
"DB13973","Humans and other mammals"
"DB13975","Humans and other mammals"
"DB13979","Humans and other mammals"
"DB13985","Humans and other mammals"
"DB13987","Humans and other mammals"
"DB13995","Humans and other mammals"
"DB13997","Humans"
"DB14001","Humans and other mammals"
"DB14002","Humans and other mammals"
"DB14003","Humans and other mammals"
"DB14005","Humans and other mammals"
"DB14005","Head lice"
"DB14006","Humans and other mammals"
"DB14007","Humans and other mammals"
"DB14012","Humans and other mammals"
"DB14018","Humans and other mammals"
"DB14033","Humans and other mammals"
"DB14039","Humans and other mammals"
"DB14040","Humans and other mammals"
"DB14041","Humans and other mammals"
"DB14042","Humans and other mammals"
"DB14048","Humans and other mammals"
"DB14074","Scabies (Sarcoptes scabei) and other insects"
"DB14112","Humans and other mammals"
"DB14126","Herpes simplex virus"
"DB14126","Hepatitis B virus"
"DB14126","HIV-1"
"DB14509","Humans and other mammals"
"DB14512","Humans and other mammals"
"DB14582","Humans and other mammals"
"DB14597","Humans"
"DB14700","Humans and other mammals"
"DB14707","Humans and other mammals"
"DB14712","Humans"
"DB14713","Humans"
"DB14723","Humans and other mammals"
"DB14724","Humans"
"DB14730","Humans and other mammals"
"DB14731","Humans and other mammals"
"DB14732","Humans and other mammals"
"DB14738","Humans and other mammals"
"DB14751","Humans and other mammals"
"DB14753","Yeast, Molds, Trypanosomes"
"DB14754","Humans and other mammals"
"DB14762","Humans and other mammals"
