primary_key,name,indication,symptoms
DB00853,Temozolomide,"For the treatment of adult patients diagnosed with anaplastic astrocytoma whose disease has progressed after therapy with nitrosourea and procarbazine, as well as concomitantly with radiation therapy for treatment of newly diagnosed glioblastoma multiforme. Also used as maintenance therapy for glioblastoma multiforme.","['3-methyl-4-oxo-3,4-dihydroimidazo(5,1-d)(1,2,3,5)tetrazine-8-carboxamide', '3,4-dihydro-3-methyl-4-oxoimidazo(5,1-d)-1,2,3,5-tetrazine-8-carboxamide', '3,4-dihydro-3-methyl-4-oxoimidazo(5,1-d)-as-tetrazine-8-carboxamide', '8-carbamoyl-3-methylimidazo(5,1-d)-1,2,3,5-tetrazin-4(3H)-one', 'Methazolastone', 'Temozolomide']"
DB00854,Levorphanol,For the management of moderate to severe pain or as a preoperative medication where an opioid analgesic is appropriate.,
DB00855,Aminolevulinic acid,Aminolevulinic acid plus blue light illumination using a blue light photodynamic therapy illuminator is indicated for the treatment of minimally to moderately thick actinic keratoses of the face or scalp.,"['5-ALA', '5-Aminolevulinic acid', 'Aminolevulinic acid', 'dALA', 'd-ALA', 'd-aminolevulinic acid']"
DB00856,Chlorphenesin,"Used, along with rest and physical therapy, to treat injuries and other painful muscular conditions. Investigated for use in trigeminal neuralgia (tic douloureux), a neuropathic disorder characterized by severe facial pain. Was investigated as a modulator of histamine release.","['3-(4-chlorophenoxy)-1,2-propanediol', '3-(p-chlorophenoxy)-1,2-propanediol', '3-(p-chlorophenoxy)propane-1,2-diol', 'glycerol a-p-chlorophenyl ether', 'p-chlorophenyl-a-glyceryl ether']"
DB00857,Terbinafine,For the treatment of dermatophyte infections of the toenail or fingernail caused by susceptible fungi. Also for the treatment of tinea capitis (scalp ringworm) and tinea corporis (body ringworm) or tinea cruris (jock itch).,"['(E)-N-(6,6-Dimethyl-2-hepten-4-ynyl)-N-methyl-1-naphthalene methanamine', '(E)-N-(6,6-Dimethyl-2-hepten-4-ynyl)-N-methyl-1-naphthalenemethylamine']"
DB00858,Drostanolone,,"['17beta-Hydroxy-2alpha-methyl-5alpha-androstan-3-one', '2a-Methyldihydrotestosterone', 'Dihydro-2a-methyltestosterone', 'Dromostanolone', 'Drostanolone', 'Medrosteron', 'Medrotestron', 'Metholone']"
DB00859,Penicillamine,"For treatment of Wilson's disease, cystinuria and active rheumatoid arthritis.","['(-)-penicillamine', '(S)-2-amino-3-mercapto-3-methylbutanoic acid', '(S)-3,3-dimethylcysteine', '3-mercapto-D-valine', 'D-(-)-penicillamine', 'D-penicillamine', 'D-ß,ß-dimethylcysteine', 'Penicillamine']"
DB00860,Prednisolone,"For the treatment of primary or secondary adrenocortical insufficiency, such as congenital adrenal hyperplasia, thyroiditis. Also used to treat psoriatic arthritis, rheumatoid arthritis, ankylosing spondylitis, bursitis, acute gouty arthritis and epicondylitis. Also indicated for treatment of systemic lupus erythematosus, pemphigus and acute rhematic carditis. Can be used in the treatment of leukemias, lymphomas, thrombocytopenia purpura and autoimmune hemolytic anemia. Can be used to treat celiac disease, insulin resistance, ulcerative colitis and liver disorders.","['(11ß)-11,17,21-trihydroxypregna-1,4-diene-3,20-dione', '1,4-pregnadiene-11ß,17a,21-triol-3,20-dione', '1,4-pregnadiene-3,20-dione-11ß,17a,21-triol', '3,20-dioxo-11ß,17a,21-trihydroxy-1,4-pregnadiene', 'delta-dehydrocortisol', 'delta-dehydrohydrocortisone', 'delta-hydrocortisone', 'delta(1)-Dehydrocortisol', 'delta(1)-Dehydrohydrocortisone', 'delta(1)-Hydrocortisone', 'Hydroretrocortine', 'Metacortandralone', 'PRDL', 'Prednisolone']"
DB00861,Diflunisal,"For symptomatic treatment of mild to moderate pain accompanied by inflammation (e.g. musculoskeletal trauma, post-dental extraction, post-episiotomy), osteoarthritis, and rheumatoid arthritis.","['2-(hydroxy)-5-(2,4-difluorophenyl)benzoic acid', ""2',4'-difluoro-4-hydroxy-3-biphenylcarboxylic acid"", '5-(2,4-difluorophenyl)salicylic acid']"
DB00862,Vardenafil,Used for the treatment of erectile dysfunction,
DB00863,Ranitidine,"This drug is used alone or with concomitant antacids for the following conditions [FDA label]:

**Duodenal ulcer**

Treatment of active duodenal ulcer (short-term), maintenance therapy of duodenal ulcers after healing (reduced dose)

**Pathological hypersecretion of gastric acid**

Zollinger-Ellison syndrome, systemic mastocytosis, and other conditions causing gastric acid hypersecretion

**Gastric ulcer**

Short term treatment of active gastric ulcer (benign), maintenance of healing after gastric acid ulcer therapy (reduced dose)

**Other conditions**: 

Treatment of GERD symptoms (symptoms usually improve within 24 hours), treatment of erosive esophagitis (endoscopically diagnosed) and maintenance of healing [FDA label]











",['Ranitidine']
DB00864,Tacrolimus,"For use after allogenic organ transplant to reduce the activity of the patient's immune system and so the risk of organ rejection. It was given FDA approval in 1994 for use in liver transplantation. Since then, this indication has expanded to kidney, heart, small bowel, pancreas, lung, trachea, skin, cornea, and limb transplants. It has also been used in a topical preparation in the treatment of severe atopic dermatitis.","['Anhydrous tacrolimus', 'Tacrolimus', 'Tacrolimus anhydrous', 'Tacrolimus, anhydrous']"
DB00865,Benzphetamine,For the management of exogenous obesity as a short term adjunct (a few weeks) in a regimen of weight reduction based on caloric restriction,"['(+)-benzphetamine', '(+)-N-benzyl-N,a-dimethylphenethylamine', '(+)-N,a-dimethyl-N-(phenylmethyl)-benzeneethanamine', '(S)-(+)-benzphetamine', '(S)-(+)-N-benzyl-N,a-dimethylphenethylamine', '(S)-benzphetamine', '(aS)-N,a-dimethylphenethylamine', 'Benzaphetamine', 'Benzfetamine', 'Benzphetamine', 'Benzylamphetamine', 'd-N-methyl-N-benzyl-ß-phenylisopropylamine', 'N-methyl-1-phenyl-N-(phenylmethyl)propan-2-amine']"
DB00866,Alprenolol,"For the treatment of hypertension, angina, and arrhythmia","['(RS)-1-(2-allylphenoxy)-3-(isopropylamino)propan-2-ol', '1-(2-Allylphenoxy)-3-isopropylamino-2-propanol', '1-(o-Allylphenoxy)-3-(isopropylamino)-2-propanol', 'Aprenololo']"
DB00867,Ritodrine,For the treatment and prophylaxis of premature labour,"['p-Hydroxy-alpha-(1-((p-hydroxyphenethyl)amino)ethyl)benzyl alcohol', 'Ritodrine']"
DB00868,Benzonatate,For the symptomatic relief of cough. Has also been applied locally in the oral cavity in adults by releasing the drug from the liquid-filled capsules to provide oropharyngeal anesthesia for conscious intubation.,"['2-[2-[2-[2-[2-[2-[2-[2-(2-methoxyethoxy)ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]ethyl 4-butylaminobenzoate', '2,5,8,11,14,17,20,23,26-nonaoxaoctacosan-28-yl p-(butylamino)benzoate', '3,6,9,12,15,18,21,24,27-nonaoxaoctacosyl 4-butylaminobenzoate', '4-(butylamino)benzoic acid 3,6,9,12,15,18,21,24,27-nonaoxaoctacos-1-yl ester', 'Benzononatine', 'nonaethyleneglycol monomethyl ether p-n-butylaminobenzoate', 'p-butylaminobenzoic acid <U+03C9>-O-methylnonaethyleneglycol ester']"
DB00869,Dorzolamide,For the treatment of elevated intraocular pressure in patients with ocular hypertension or open-angle glaucoma. Also used prophylatically for the inhibition of perioperative IOP increase (before neodynium yttrium aluminum garnet laser posterior capsulotomy).,"['(4S,6S)-4-ethylamino-6-methyl-7,7-dioxo-4,5,6,7-tetrahydro-7lambda*6*-thieno[2,3-b]thiopyran-2-sulfonic acid amide', '(4S,trans)-4-(ethylamino)-6-methyl-5,6-dihydro-4H-thieno[2,3-b]thiopyran-2-sulfonamide 7,7-dioxide', '4-Ethylamino-6-methyl-7,7-dioxo-4,5,6,7-tetrahydro-7lambda*6*-thieno[2,3-b]thiopyran-2-sulfonic acid amide', '4-ethylamino-6-methyl-7,7-dioxo-4,5,6,7-tetrahydro-7lambda6-thieno[2,3-b]thiopyran-2-sulfonic acid amide', '4S,6S-dorzolamide']"
DB00870,Suprofen,Used as eye drops to inhibit the miosis (pupil constriction) that may occur during ocular surgery.,"['(±)-2-(p-(2-thenoyl)phenyl)propionic acid', '2-[4-(Thiophene-2-carbonyl)-phenyl]-propionic acid', 'p-2-thenoylhydratropic acid', 'Suprofen', 'Sutoprofen', 'a-methyl-4-(2-thienylcarbonyl)benzeneacetic acid']"
DB00871,Terbutaline,"For the prevention and reversal of bronchospasm in patients 12 years of age and older with reversible, obstructive airway disease, as well as symptomatic management of reversible bronchospasm associated with bronchitis and emphysema. Also used acute IV and sub-Q therapy in selected women to inhibit uterine contractions in preterm labor (tocolysis) and prolong gestation when beneficial.","['Terbutaline', 'Terbutaline (sulfate de)', 'Terbutalini sulfas', 'Terbutalinsulfat']"
DB00872,Conivaptan,"For the treatment of euvolemic or hypervolemic hyponatremia (e.g. the syndrome of inappropriate secretion of antidiuretic hormone, or in the setting of hypothyroidism, adrenal insufficiency, pulmonary disorders, etc.) in hospitalized patients.","[""4'-((4,5-dihydro-2-methylimidazo(4,5-d)(1)benzazepin-6(1H)-yl)carbonyl)-2-biphenylcarboxanilide"", 'Conivaptan']"
DB14596,Loteprednol etabonate,A number of prescription loteprednol etabonate ophthalmic products are specifically indicated for the treatment of post-operative inflammation and pain following ocular surgery [FDA Label].,['Loteprednol etabonate']
DB00874,Guaifenesin,"Guaifenesin is an expectorant that is indicated for providing temporary symptomatic relief from congested chests and coughs which may be due to a cold, bronchitis, and/or other breathing illnesses [FDA Label, F4510, L6079].","['Glyceryl guaiacolate', 'Guaifenesin', 'guaiphenesin']"
DB00875,Flupentixol,For use in the treatment of schizophrenia and depression,"['Flupenthixol', 'Flupenthixole', 'Flupentixolo']"
DB00876,Eprosartan,"For the management of hypertension alone or in combination with other classes of antihypertensive agents. Also used as a first-line agent in the treatment of diabetic nephropathy, as well as a second-line agent in the treatment of congestive heart failure (only in those intolerant of ACE inhibitors).","['(E)-2-butyl-1-(p-carboxybenzyl)-a-2-thenylimidazole-5-acrylic acid', '(E)-3-[2-n-butyl-1-{(4-carboxyphenyl)methyl}-1H-imidazol-5-yl]-2-(2-thienyl)methyl-2-propenoic acid', '(E)-a{[2-butyl-1-[(4-carboxyphenyl)methyl]-1H-imidazole-5-yl]methylene}-2-thiopheneproprionic acid']"
DB00877,Sirolimus,For the prophylaxis of organ rejection in patients receiving renal transplants.,"['(-)-Rapamycin', 'Rapamycin']"
DB00878,Chlorhexidine,"For reduction of pocket depth in patients with adult periodontitis, used as an adjunct to scaling and root planing procedures. Also for prevention of dental caries, oropharyngeal decontamination in critically ill patients, hand hygiene in health-care personnel, general skin cleanser, and catheter site preparation and care.","[""1,1'-Hexamethylene bis(5-(p-chlorophenyl)biguanide)"", 'Chlorhexidine', ""N,N'-Bis(4-chlorophenyl)-3,12-diimino-2,4,11,13-tetraazatetradecanediimidamide""]"
DB00879,Emtricitabine,"Indicated, in combination with other antiretroviral agents, for the treatment of HIV-1 infection in adults and for postexposure prophylaxis of HIV infection in health care workers and others exposed occupationally or nonoccupationally via percutaneous injury or mucous membrane or nonintact skin contact with blood, tissues, or other body fluids associated with risk for transmission of the virus.","['(-)-(2R,5S)-5-fluoro-1-[2-(hydroxymethyl)-1,3-oxathiolan-5-yl]cytosine', ""(-)-2'-deoxy-5-fluoro-3'-thiacytidine"", '(-)-cis-4-amino-5-fluoro-1-(2-hydroxymethyl-1,3-oxathiolan-5-yl)-(1H)-pyrimidin-2-one', '(-)-FTC', ""(-)-ß-2',3'-dideoxy-5-fluoro-3'-thiacytidine"", '(2R-cis)-4-amino-5-fluoro-1-(2-(hydroxymethyl)-1,3-oxathiolan-5-yl)-2(1H)-pyrimidinone', '4-amino-5-fluoro-1-((2R,5S)-2-(hydroxymethyl)-1,3-oxathiolan-5-yl)pyrimidin-2(1H)-one', '4-Amino-5-fluoro-1-((2R,5S)-2-hydroxymethyl-[1,3]oxathiolan-5-yl)-1H-pyrimidin-2-one', '5-fluoro-1-((2R,5S)-2-(hydroxymethyl)-1,3-oxathiolan-5-yl)cytosine']"
DB00880,Chlorothiazide,"Chlorothiazide is indicated as adjunctive therapy in edema associated with congestive heart failure, hepatic cirrhosis, and corticosteroid and estrogen therapy. It is also indicated in the management of hypertension either as the sole therapeutic agent or to enhance the effectiveness of other antihypertensive drugs in the more severe forms of hypertension.","['6-Chloro-1,1-dioxo-1,2-dihydro-1lambda*6*-benzo[1,2,4]thiadiazine-7-sulfonic acid amide', '6-chloro-7-sulfamoyl-2H-1,2,4-benzothiadiazine 1,1-dioxide', 'Chlorothiazid', 'Chlorothiazide', 'Chlorthiazide']"
DB00881,Quinapril,For the treatment of hypertension and as adjunct therapy in the treatment of congestive heart failure. May also be used to slow the rate of progression of renal disease in hypertensive individuals with diabetes mellitus and microalbuminuria or overt nephropathy.,
DB00882,Clomifene,Used mainly in female infertility due to anovulation (e.g. due to polycystic ovary syndrome) to induce ovulation.,"['2-(4-(2-chloro-1,2-diphenylethenyl)phenoxy)-N,N-diethylethanamine', '2-(p-(2-chloro-1,2-diphenylvinyl)phenoxy)triethylamine', '2-(p-(ß-chloro-a-phenylstyryl)phenoxy)triethylamine', 'Clomifene', 'Clomiphene']"
DB00883,Isosorbide dinitrate,For the prevention of angina pectoris due to coronary artery disease.,"['1,4:3,6-Dianhydrosorbitol 2,5-dinitrate', 'D-Isosorbide dinitrate', 'Dianhydrosorbitol 2,5-dinitrate', 'Dinitroisosorbide', 'Dinitrosorbide', 'ISDN', 'Isosorbide 2,5-dinitrate', 'Isosorbide dinitrate', 'Sorbide nitrate', 'Sorbidnitrate']"
DB00884,Risedronic acid,"Risedronic acid is indicated for the treatment of osteoperosis in men, treatment of Paget's disease, treatment and prevention of osteoperosis in postmenopausal women, and treatment and prevention of glucocorticoid-induced osteoperosis[FDA Label].","['Risedronate', 'Risedronic acid']"
DB00885,Pemirolast,"For the prevention of itching of the eyes caused by allergies such as hay fever, and allergic conjunctivitis",
DB00886,Omapatrilat,For the treatment of hypertension.,['Omapatrilate']
DB00887,Bumetanide,"For the treatment of edema associated with congestive heart failure, hepatic and renal disease including the nephrotic syndrome.","['3-(aminosulfonyl)-5-(butylamino)-4-phenoxybenzoic acid', '3-butylamino-4-(phenoxy)-5-sulfamoylbenzoic acid', '3-butylamino-4-phenoxy-5-sulfamoyl-benzoic acid', '3-butylamino-4-phenoxy-5-sulfamoylbenzoic acid', 'Bumetanide']"
DB00888,Mechlorethamine,"For the palliative treatment of Hodgkin's disease (Stages III and IV), lymphosarcoma, chronic myelocytic or chronic lymphocytic leukemia, polycythemia vera, mycosis fungoides, and bronchogenic carcinoma. Also for the palliative treatment of metastatic carcinoma resulting in effusion.","[""2,2'-dichloro-N-methyldiethylamine"", 'bis(2-chloroethyl)methylamine', 'bis(ß-chloroethyl)methylamine', 'Chlormethine', 'Mechlorethamine', 'methylbis(2-chloroethyl)amine', 'methylbis(ß-chloroethyl)amine', 'Mustine', 'N-methyl-bis(2-chloroethyl)amine', 'N-methyl-bis(ß-chloroethyl)amine', 'Nitrogen mustard', ""ß,ß'-dichlorodiethyl-N-methylamine""]"
DB00889,Granisetron,"For the prevention of nausea and vomiting associated with initial and repeat courses of emetogenic cancer therapy (including high dose cisplatin), postoperation, and radiation (including total body irradiation and daily fractionated abdominal radiation).",['Granisetron']
DB00890,Dienestrol,For use in the treatment of atrophic vaginitis and kraurosis vulvae.,"[""4,4'-Hydroxy-<U+03B3>,d-diphenyl-ß,d-hexadiene"", 'alpha-dienestrol diacetate', 'Cycladiene', 'Dehydrostilbestrol', ""p,p'-(Diethylideneethylene)diphenol""]"
DB00891,Sulfapyridine,"For the treatment of dermatitis herpetiformis, benign mucous membrane pemphigoid and pyoderma gangrenosum","['2-(p-Aminobenzenesulphonamido)pyridine', '2-Sulfanilamidopyridine', '2-Sulfanilylaminopyridine', '2-Sulfapyridine', '4-(2-Pyridinylsulfonyl)aniline', '4-[(2-Pyridylamino)sulfonyl]aniline', '4-Amino-N-pyridin-2-yl-benzenesulfonamide', '4-Amino-N,2-pyridinylbenzenesulfonamide', 'N-2-Pyridylsulfanilamide', 'N(1)-2-Pyridylsulfanilamide', 'N(1)-Pyridylsulfanilamide', 'Sulphapyridine']"
DB00892,Oxybuprocaine,Used to temporarily numb the front surface of the eye so that the eye pressure can be measured or a foreign body removed.,"['4-Amino-3-butoxy-2-(diethylamino)ethyl ester benzoic acid', '4-Amino-3-butoxy-benzoic acid 2-diethylamino-ethyl ester', 'Benoxinate', 'BNX', 'Butoxyaminobenzoyldiethylaminoethanol', 'Oxybucaine', 'Oxybuprocaine', 'Oxyriprocaine']"
DB00893,Iron Dextran,For treatment of patients with documented iron deficiency in whom oral administration is unsatisfactory or impossible. Also used to replenish body iron stores in Non-Dialysis Dependent-Chronic Kidney Disease (NDD-CKD) patients receiving or not receiving erythropoietin and in Hemodialysis Dependent (HDD-CKD) and Peritoneal Dialysis Dependent (PDD-CKD) - Chronic Kidney Disease patients receiving an erythropoietin.,"['Dextran iron', 'Iron dextran complex']"
DB00894,Testolactone,For palliative treatment of advanced breast cancer in postmenopausal women.,"['(4aS,4bR,10aR,10bS,12aS)-10a,12a-dimethyl-3,4,4a,5,6,10a,10b,11,12,12a-decahydro-2H-naphtho[2,1-f]chromene-2,8(4bH)-dione', '1-dehydrotestololactone', '1,2-didehydrotestololactone', '13-hydroxy-3-oxo-13,17-secoandrosta-1,4-dien-17-oic acid d-lactone', 'D-homo-17a-oxaandrosta-1,4-diene-3,17-dione', 'delta(1)-testololactone', '<U+0394>1-testololactone']"
DB00895,Benzylpenicilloyl Polylysine,For use as a adjunct in assessing the risk of administering penicillin (benzylpenicillin or penicillin G).,"['Benzyl penicilloyl-polylysine', 'Benzylpenicilloyl G polylysine', 'Benzylpenicilloyl-polylysine']"
DB00896,Rimexolone,For the treatment of postoperative inflammation following ocular surgery and in the treatment of anterior uveitis.,"['Rimexolon', 'Rimexolone']"
DB00897,Triazolam,For the short-term treatment of insomnia.,
DB00898,Ethanol,"For therapeutic neurolysis of nerves or ganglia for the relief of intractable chronic pain in such conditions as inoperable cancer and trigeminal neuralgia (tic douloureux), in patients for whom neurosurgical procedures are contraindicated.","['1-Hydroxyethane', 'Alcohol', 'Alcohol (ethyl)', 'Alcohol anhydrous', 'Alcohol denatured', 'Alcohol, denatured', 'Dehydrated ethanol', 'Ethyl Alcohol', 'Grain alcohol', 'Hydroxyethane', 'Methylcarbinol']"
DB00899,Remifentanil,For use during the induction and maintenance of general anesthesia.,"['Remifentanil', 'Remifentanyl']"
DB00900,Didanosine,"For use, in combination with other antiretroviral agents, in the treatment of HIV-1 infection in adults.","['2,3-Dideoxyinosine', '9-((2R,5S)-5-(hydroxymethyl)-tetrahydrofuran-2-yl)-1H-purin-6(9H)-one', '9-((2R,5S)-5-Hydroxymethyl-tetrahydro-furan-2-yl)-1,9-dihydro-purin-6-one', '9-((2S,5R)-5-Hydroxymethyl-tetrahydro-furan-2-yl)-9H-purin-6-ol', '9-[(2R,5S)-5-(hydroxymethyl)tetrahydrofuran-2-yl]-1,9-dihydro-6H-purin-6-one', 'ddI', 'ddIno', 'Didanosine', 'Dideoxyinosine']"
DB00901,Bitolterol,Used to dilate air passages in the lungs that have become narrowed as a result of disease or inflammation. It is used in the treatment of asthma and chronic obstructive pulmonary disease (COPD).,"['4-(2-(tert-butylamino)-1-hydroxyethyl)-o-phenylene di-p-toluate', '4-[2-(tert-butylamino)-1-hydroxyethyl]-o-phenylene di-p-toluate', 'bis(4-methylbenzoic acid) 4-[2-(tert-butylamino)-1-hydroxyethyl]-1,2-phenylene ester']"
DB00902,Methdilazine,Used for the symptomatic relief of hypersensitivity reactions and particularly for the control of pruritic skin disorders,
DB00903,Etacrynic acid,"For the treatment of high blood pressure and edema caused by diseases like congestive heart failure, liver failure, and kidney failure.","['(2,3-Dichloro-4-(2-methylene-1-oxobutyl)phenoxy)acetic acid', 'Etacrinic acid', 'Etacrynic acid', 'Ethacrynate', 'Ethacrynic acid', 'Methylenebutyrylphenoxyacetic acid']"
DB00904,Ondansetron,"In the adult patient population:
i) orally administered ondansetron tablets and orally disintegrating tablets (ODT) are indicated for:
- the prevention of nausea and vomiting associated with emetogenic cancer chemotherapy, including high dose (ie. greater than or equal to 50 mg/m2) cisplatin therapy, and radiotherapy, and
- the prevention and treatment of postoperative nausea and vomiting

ii) intravenously administered ondansetron injection formulations are indicated for:
- the prevention of nausea and vomiting associated with emetogenic cancer chemotherapy, including high dose (ie. greater than or equal to 50 mg/m2) cisplatin therapy, and
- the prevention and treatment of postoperative nausea and vomiting

In the pediatric (4-18 years of age) patient population:
i) ondansetron was effective and well tolerated when given to children 4-12 years of age for the treatment of post-chemotherapy induced nausea and vomiting,
ii) ondansetron tablets, ondansetron ODT, ondansetron injection are not indicated for the treatment of children 3 years of age or younger,
iii) ondansetron tablets, ondansetron ODT, ondansetron injection are not indicated for use in any age group of the pediatric population for the treatment of post-radiotherapy induced nausea and vomiting, and
iV) ondansetron tablets, ondansetron ODT, ondansetron injection are not indicated for use in any age group of the pediatric population for the treatment of postoperative nausea and vomiting

In the geriatric (>65 years of age) patient population:
i) efficacy and tolerance of ondansetron were similar to that observed in younger adults for the treatment of post-chemotherapy and radiotherapy-induced nausea and vomiting, and
ii) clinical experience in the use of ondansetron in the prevention and treatment of postoperative nausea and vomiting is limited and is not indicated for use in the geriatric patient population",['Ondansetron']
DB00905,Bimatoprost,"Bimatoprost is used for the reduction of elevated intraocular pressure in patients with open-angle glaucoma or ocular hypertension.
These patients must be intolerant to other intraocular pressure lowering medications or inadequately responsive to other treatments.[L6877]

Bimatoprost is also indicated to treat eyelash hypotrichosis.[L6910]","['(Z)-7-((1R,2R,3R,5S)-3,5-Dihydroxy-2-((1E,3S)-3-hydroxy-5-phenyl-1-pentenyl)cyclopentyl)-N-ethyl-5-heptenamide']"
DB00906,Tiagabine,For the treatment of partial seizures,['Tiagabine']
DB00907,Cocaine,"For the introduction of local (topical) anesthesia of accessible mucous membranes of the oral, laryngeal and nasal cavities.","['(-)-Cocaine', '(-)-cocaine', '[1R-(exo,exo)]-3-(benzoyloxy)-8-methyl-8-azabicyclo[3.2.1]octane-2-carboxylic acid, methyl ester', '2-methyl-3ß-hydroxy-1aH,5aH-tropane-2ß-carboxylate benzoate (ester)', 'Benzoylmethylecgonine', 'beta-Cocain', 'Cocain', 'Kokain', 'L-Cocain', 'L-Cocaine', 'methyl [1R-(exo,exo)]-3-(benzoyloxy)-8-methyl-8-azabicyclo[3.2.1]octane-2-carboxylate', 'Methyl benzoylecgonine', 'Neurocaine']"
DB00908,Quinidine,For the treatment of ventricular pre-excitation and cardiac dysrhythmias,"['(+)-quinidine', '(8R,9S)-Quinidine', '(R)-(6-Methoxyquinolin-4-yl)((3S,4R,7S)-3-vinylquinuclidin-7-yl)methanol', '(S)-(6-Methoxy-quinolin-4-yl)-((2R,5R)-5-vinyl-1-aza-bicyclo[2.2.2]oct-2-yl)-methanol', '(S)-(6-Methoxyquinolin-4-yl)((2R,5R)-5-vinylquinuclidin-2-yl)methanol', '6-methoxy-a-(5-vinyl-2-quinuclidinyl)-4-quinolinemethanol', 'beta-Quinine', 'CIN-QUIN', 'Conchinin', 'Conquinine', 'Pitayine', 'a-(6-methoxy-4-quinolyl)-5-vinyl-2-quinuclidinemethanol', 'ß-quinine']"
DB00909,Zonisamide,For use as adjunctive treatment of partial seizures in adults with epilepsy.,"['1,2-Benzisoxazole-3-methanesulfonamide', '3-(Sulfamoylmethyl)-1,2-benzisoxazole', 'Benzo[d]isoxazol-3-yl-methanesulfonamide', 'Zonisamide']"
DB00910,Paricalcitol,For treatment of secondary hyperparathyroidism associated with chronic kidney disease (CKD) Stage 3 and 4,"['19-Nor-1alpha,25-dihydroxyvitamin D2', 'Paricalcitol']"
DB00911,Tinidazole,For the treatment of trichomoniasis caused by <i>T. vaginalis</i> in both female and male patients. Also for the treatment of giardiasis caused by <i>G. duodenalis</i> in both adults and pediatric patients older than three years of age and for the treatment of intestinal amebiasis and amebic liver abscess caused by <i>E. histolytica</i> in both adults and pediatric patients older than three years of age.,"['1-(2-(Ethylsulfonyl)ethyl)-2-methyl-5-nitroimidazole', 'Timidazole', 'Tinidazole']"
DB00912,Repaglinide,As an adjunct to diet and exercise to improve glycemic control in adults with type 2 diabetes mellitus.,['Repaglinide']
DB00913,Anileridine,For treatment and management of pain (systemic) and for use as an anesthesia adjunct.,"['1-[2-(4-aminophenyl)ethyl]-4-phenyl-4-piperidinecarboxlic acid ethyl ester', 'Anileridine', 'ethyl 1-(2-(4-aminophenyl)ethyl)-4-phenyl-4-piperidinecarboxylate', 'ethyl 1-(4-aminophenethyl)-4-phenylisonipecotate', 'ethyl 1-(p-aminophenethyl)-4-phenylisonipecotate', 'N-(ß-(p-aminophenyl)ethyl)-4-phenyl-4-carbethoxypiperidine', 'N-ß-(p-aminophenyl)ethylnormeperidine']"
DB00914,Phenformin,For the reatment of type II diabetes mellitus.,"['Fenformin', 'Phenformin', 'ß-Phenethybiguanide']"
DB00915,Amantadine,"For the chemoprophylaxis, prophylaxis, and treatment of signs and symptoms of infection caused by various strains of influenza A virus. Also for the treatment of parkinsonism and drug-induced extrapyramidal reactions.","['1-adamantanamine', '1-adamantylamine', '1-aminoadamantane', 'Amantidine', 'Aminoadamantane']"
DB00916,Metronidazole,"For the treatment of anaerobic infections and mixed infections, surgical prophylaxis requiring anaerobic coverage, Clostridium difficile-associated diarrhea and colitis, Helicobacter pylori infection and duodenal ulcer disease, bacterial vaginosis, Giardia lamblia gastro-enteritis, amebiasis caused by Entamoeba histolytica, acne rosacea (topical treatment), and Trichomonas infections.","['1-(2-hydroxy-1-ethyl)-2-methyl-5-nitroimidazole', '1-(2-hydroxyethyl)-2-methyl-5-nitroimidazole', '1-(ß-ethylol)-2-methyl-5-nitro-3-azapyrrole', '1-(ß-hydroxyethyl)-2-methyl-5-nitroimidazole', '1-(ß-oxyethyl)-2-methyl-5-nitroimidazole', '2-methyl-1-(2-hydroxyethyl)-5-nitroimidazole', '2-methyl-3-(2-hydroxyethyl)-4-nitroimidazole', '2-methyl-5-nitroimidazole-1-ethanol', 'Metronidazole']"
DB00917,Dinoprostone,"For the termination of pregnancy during the second trimester (from the 12th through the 20th gestational week as calculated from the first day of the last normal menstrual period), as well as for evacuation of the uterine contents in the management of missed abortion or intrauterine fetal death up to 28 weeks of gestational age as calculated from the first day of the last normal menstrual period. Also used in the management of nonmetastatic gestational trophoblastic disease (benign hydatidiform mole). Other indications include improving the cervical inducibility (cervical ""ripening"") in pregnant women at or near term with a medical or obstetrical need for labor induction, and the management of postpartum hemorrhage.","['(15S)-prostaglandin E2', '(5Z,11a,13E,15S)-11,15-dihydroxy-9-oxoprosta-5,13-dien-1-oic acid', '(5Z,13E)-(15S)-11alpha,15-Dihydroxy-9-oxoprost-13-enoate', '(5Z,13E)-(15S)-11alpha,15-Dihydroxy-9-oxoprosta-5,13-dienoate', '(E,Z)-(1R,2R,3R)-7-(3-Hydroxy-2-((3S)-(3-hydroxy-1-octenyl))-5-oxocyclopentyl)-5-heptenoic acid', '(Z)-7-((1R,2R,3R)-3-hydroxy-2-((S,E)-3-hydroxyoct-1-enyl)-5-oxocyclopentyl)hept-5-enoic acid', 'Dinoprostone', 'Dinoprostone Prostaglandin E2', 'PGE2', 'Prostaglandin E2']"
DB00918,Almotriptan,For the treatment of acute migraine headache in adults,"['1-(((3-(2-(Dimethylamino)ethyl)indol-5-yl)methyl)sulfonyl)pyrrolidine', 'Almotriptan']"
DB00919,Spectinomycin,For use in the treatment of acute gonorrheal urethritis and proctitis in the male and acute gonorrheal cervicitis and proctitis in the female when due to susceptible strains of <i>Neisseria gonorrhoeae</i>.,"['SCM', 'Spectinomycin']"
