"primary_key","category_Categories","mesh-id_Categories"
"DB12314","Guanidines","D006146"
"DB12316","Fatty Acids","D005227"
"DB12316","Lipids","D008055"
"DB12318","Acids, Acyclic","D000144"
"DB12318","Receptor, Epidermal Growth Factor, antagonists & inhibitors",NA
"DB12319","Antigout Preparations","D006074"
"DB12319","Antirheumatic Agents","D018501"
"DB12319","Benzofurans","D001572"
"DB12319","BSEP/ABCB11 Substrates",NA
"DB12319","Cytochrome P-450 CYP2C19 Inhibitors","D065689"
"DB12319","Cytochrome P-450 CYP2C19 inhibitors (unknown strength)",NA
"DB12319","Cytochrome P-450 CYP2C9 Inhibitors","D065688"
"DB12319","Cytochrome P-450 CYP2C9 Inhibitors (strength unknown)",NA
"DB12319","Cytochrome P-450 Enzyme Inhibitors","D065607"
"DB12319","Musculo-Skeletal System",NA
"DB12319","OATP1B1/SLCO1B1 Inhibitors",NA
"DB12319","Preparations Increasing Uric Acid Excretion",NA
"DB12319","Renal Agents","D012076"
"DB12319","Uricosuric Agents","D014528"
"DB12320","Benzene Derivatives","D001555"
"DB12320","Benzylidene Compounds","D001597"
"DB12321","Antiplatelet agents","D010975"
"DB12321","Hematologic Agents","D006401"
"DB12323","Acids, Carbocyclic","D000146"
"DB12323","Amides","D000577"
"DB12323","Benzene Derivatives","D001555"
"DB12323","Benzoates","D001565"
"DB12323","Tyrosine Kinase Inhibitors",NA
"DB12325","Acids, Carbocyclic","D000146"
"DB12325","Aminobenzoates","D062365"
"DB12325","Benzene Derivatives","D001555"
"DB12325","Benzoates","D001565"
"DB12325","Proto-Oncogene Proteins c-mdm2, antagonists & inhibitors",NA
"DB12326","Benzoquinones","D016227"
"DB12326","Coenzymes","D003067"
"DB12326","Enzymes and Coenzymes","D045762"
"DB12326","Quinones","D011809"
"DB12327","Diterpenes","D004224"
"DB12327","Salvia","D027544"
"DB12327","Terpenes","D013729"
"DB12328","Benzofurans","D001572"
"DB12328","Compounds used in a research, industrial, or household setting","D020313"
"DB12328","Enzyme Inhibitors","D004791"
"DB12328","Irritants","D007509"
"DB12328","Noxae","D009676"
"DB12328","Toxic Actions","D004786"
"DB12329","Anti-Bacterial Agents","D000900"
"DB12329","Antibacterials for Systemic Use",NA
"DB12329","Antiinfectives for Systemic Use",NA
"DB12329","Cytochrome P-450 CYP3A Substrates",NA
"DB12329","Cytochrome P-450 CYP3A4 Substrates",NA
"DB12329","Cytochrome P-450 CYP3A4 Substrates (strength unknown)",NA
"DB12329","Monoamine Oxidase A Substrates",NA
"DB12329","Naphthacenes","D009279"
"DB12329","Tetracyclines","D013754"
"DB12330","Amino Acids, Peptides, and Proteins","D000602"
"DB12330","B-Cell Activating Factor","D053264"
"DB12330","Immunologic Factors","D007155"
"DB12330","Proteins","D011506"
"DB12330","Recombinant Proteins","D011994"
"DB12332","Antineoplastic Agents","D000970"
"DB12332","Antineoplastic and Immunomodulating Agents",NA
"DB12332","BCRP/ABCG2 Inhibitors",NA
"DB12332","BCRP/ABCG2 Substrates",NA
"DB12332","Cytochrome P-450 CYP1A2 Inducers","D065694"
"DB12332","Cytochrome P-450 CYP1A2 Inducers (moderate)",NA
"DB12332","Cytochrome P-450 CYP1A2 Inhibitors","D065609"
"DB12332","Cytochrome P-450 CYP1A2 Inhibitors (weak)",NA
"DB12332","Cytochrome P-450 CYP1A2 Substrates",NA
"DB12332","Cytochrome P-450 CYP2C19 Inhibitors","D065689"
"DB12332","Cytochrome P-450 CYP2C19 Inhibitors (weak)",NA
"DB12332","Cytochrome P-450 CYP2C8 Inhibitors","D065687"
"DB12332","Cytochrome P-450 CYP2C8 Inhibitors (weak)",NA
"DB12332","Cytochrome P-450 CYP2C9 Inhibitors","D065688"
"DB12332","Cytochrome P-450 CYP2C9 Inhibitors (strength unknown)",NA
"DB12332","Cytochrome P-450 CYP2D6 Inhibitors","D065690"
"DB12332","Cytochrome P-450 CYP2D6 Inhibitors (moderate)",NA
"DB12332","Cytochrome P-450 CYP2D6 Substrates",NA
"DB12332","Cytochrome P-450 CYP3A Inhibitors","D065692"
"DB12332","Cytochrome P-450 CYP3A Substrates",NA
"DB12332","Cytochrome P-450 CYP3A4 Inhibitors","D065692"
"DB12332","Cytochrome P-450 CYP3A4 Inhibitors (weak)",NA
"DB12332","Cytochrome P-450 CYP3A4 Substrates",NA
"DB12332","Cytochrome P-450 CYP3A4 Substrates (strength unknown)",NA
"DB12332","Cytochrome P-450 CYP3A5 Inhibitors","D065692"
"DB12332","Cytochrome P-450 CYP3A5 Inhibitors (strength unknown)",NA
"DB12332","Cytochrome P-450 CYP3A7 Inhibitors","D065692"
"DB12332","Cytochrome P-450 CYP3A7 Inhibitors (strength unknown)",NA
"DB12332","Cytochrome P-450 Enzyme Inducers","D065693"
"DB12332","Cytochrome P-450 Enzyme Inhibitors","D065607"
"DB12332","Enzyme Inhibitors","D004791"
"DB12332","MATE 1 Inhibitors",NA
"DB12332","MATE 2 Inhibitors",NA
"DB12332","MATE inhibitors",NA
"DB12332","OAT1/SLC22A6 inhibitors",NA
"DB12332","OAT3/SLC22A8 Inhibitors",NA
"DB12332","OATP1B1/SLCO1B1 Inhibitors",NA
"DB12332","OATP1B3 inhibitors",NA
"DB12332","OCT1 inhibitors",NA
"DB12332","P-glycoprotein/ABCB1 Inhibitors",NA
"DB12332","P-glycoprotein/ABCB1 Substrates",NA
"DB12332","Poly(ADP-ribose) Polymerase Inhibitors","D000067856"
"DB12332","UGT1A1 Inhibitors",NA
"DB12333","Alkenes","D000475"
"DB12333","Hydrocarbons, Acyclic","D006839"
"DB12334","Cyclodecanes","D043822"
"DB12334","Cycloparaffins","D003516"
"DB12334","Diterpenes","D004224"
"DB12334","Taxoids","D043823"
"DB12334","Terpenes","D013729"
"DB12335","Amino Acids, Peptides, and Proteins","D000602"
"DB12335","Antibodies","D000906"
"DB12335","Antibodies, Monoclonal","D000911"
"DB12335","Blood Proteins","D001798"
"DB12335","Globulins","D005916"
"DB12335","Immunoglobulins","D007136"
"DB12335","Immunoproteins","D007162"
"DB12335","Proteins","D011506"
"DB12335","Receptor, Nerve Growth Factor, antagonists & inhibitors",NA
"DB12335","Serum Globulins","D012712"
"DB12338","Acids, Acyclic","D000144"
"DB12338","Anticonvulsants","D000927"
"DB12338","Central Nervous System Depressants","D002492"
"DB12338","Nervous System","D009420"
"DB12339","Anti-Bacterial Agents","D000900"
"DB12339","Anti-Infective Agents","D000890"
"DB12339","Oxazoles","D010080"
"DB12340","Amides","D000577"
"DB12340","Amines","D000588"
"DB12340","Antineoplastic Agents","D000970"
"DB12340","Sulfones","D013450"
"DB12340","Sulfur Compounds","D013457"
"DB12341","Acids, Carbocyclic","D000146"
"DB12341","Amides","D000577"
"DB12341","Benzene Derivatives","D001555"
"DB12341","Benzoates","D001565"
"DB12343","Amides","D000577"
"DB12343","Anti-Bacterial Agents","D000900"
"DB12343","Anti-Infective Agents","D000890"
"DB12343","Antibacterials for Systemic Use",NA
"DB12343","Antiinfectives for Systemic Use",NA
"DB12343","Aza Compounds","D001372"
"DB12343","Azabicyclo Compounds","D053961"
"DB12343","Beta-Lactam Antibacterials",NA
"DB12343","beta-Lactams","D047090"
"DB12343","Lactams","D007769"
"DB12343","Penicillins","D010406"
"DB12343","Penicillins With Extended Spectrum",NA
"DB12343","Sulfur Compounds","D013457"
"DB12345","Sulfur Compounds","D013457"
"DB12347","Sulfur Compounds","D013457"
"DB12348","Sulfur Compounds","D013457"
"DB12348","Thiazoles","D013844"
"DB12349","Amino Acids, Peptides, and Proteins","D000602"
"DB12349","Biological Factors","D001685"
"DB12349","Cytokines","D016207"
"DB12349","Intercellular Signaling Peptides and Proteins","D036341"
"DB12349","Peptides","D010455"
"DB12349","Proteins","D011506"
"DB12349","Recombinant Proteins","D011994"
"DB12349","Tumor Necrosis Factors","D048069"
"DB12350","Androstanes","D000731"
"DB12350","Steroids","D013256"
"DB12351","Acidic Glycosphingolipids","D020384"
"DB12351","Carbohydrates","D002241"
"DB12351","Gangliosides","D005732"
"DB12351","Glycoconjugates","D006001"
"DB12351","Glycolipids","D006017"
"DB12351","Glycosphingolipids","D006028"
"DB12351","Lipids","D008055"
"DB12351","Membrane Lipids","D008563"
"DB12351","Sphingolipids","D013107"
"DB12352","Alkylating Drugs","D000477"
"DB12352","Antineoplastic Agents","D000970"
"DB12352","Antineoplastic Agents, Alkylating","D018906"
"DB12352","Compounds used in a research, industrial, or household setting","D020313"
"DB12352","Cross-Linking Reagents","D003432"
"DB12352","Indicators and Reagents","D007202"
"DB12352","Laboratory Chemicals","D019995"
"DB12352","Noxae","D009676"
"DB12352","Toxic Actions","D004786"
"DB12353","Carbohydrates","D002241"
"DB12353","Imines","D007097"
"DB12353","Imino Sugars","D050111"
"DB12353","Monosaccharides","D009005"
"DB12353","Pyrimidines","D011743"
"DB12353","Pyrrolidines","D011759"
"DB12354","Acids","D000143"
"DB12354","Acids, Noncarboxylic","D000148"
"DB12354","Anions","D000838"
"DB12354","Electrolytes","D004573"
"DB12354","Gases","D005740"
"DB12354","Hydrogen Sulfide","D006862"
"DB12354","Ions","D007477"
"DB12354","Sulfur Compounds","D013457"
"DB12355","Benzazepines","D001552"
"DB12355","Benzene Derivatives","D001555"
"DB12355","Receptors, Cholecystokinin, antagonists & inhibitors",NA
"DB12355","Urea","D014508"
"DB12358","Acids, Acyclic","D000144"
"DB12358","Acrylates","D000179"
"DB12358","Biomedical and Dental Materials","D001697"
"DB12358","Compounds used in a research, industrial, or household setting","D020313"
"DB12358","Cyanoacrylates","D003487"
"DB12358","Equipment and Supplies","D004864"
"DB12358","Macromolecular Substances","D046911"
"DB12358","Nitriles","D009570"
"DB12358","Polymers","D011108"
"DB12358","Surgical Equipment","D013523"
"DB12358","Surgical Fixation Devices","D053831"
"DB12358","Tissue Adhesives","D014014"
"DB12359","HSP90 Heat-Shock Proteins, antagonists & inhibitors",NA
"DB12359","Purines","D011687"
"DB12360","Cycloparaffins","D003516"
"DB12360","Histamine H3 Antagonists","D054828"
"DB12361","Agents that produce hypertension",NA
"DB12361","Antidepressive Agents","D000928"
"DB12361","Azepines","D001381"
"DB12361","Central Nervous System Depressants","D002492"
"DB12361","Neurotransmitter Agents","D018377"
"DB12361","Serotonin 5-HT1 Receptor Agonists","D058825"
"DB12361","Serotonin Agents","D018490"
"DB12361","Serotonin Receptor Agonists","D017366"
"DB12363","Amino Acids, Peptides, and Proteins","D000602"
"DB12363","Antibodies","D000906"
"DB12363","Blood Proteins","D001798"
"DB12363","Globulins","D005916"
"DB12363","Immunoglobulins","D007136"
"DB12363","Immunoproteins","D007162"
"DB12363","Proteins","D011506"
"DB12363","Serum Globulins","D012712"
"DB12364","Acids, Carbocyclic","D000146"
"DB12364","Amides","D000577"
"DB12364","Anticoagulants","D000925"
"DB12364","Benzene Derivatives","D001555"
"DB12364","Benzoates","D001565"
"DB12364","Factor Xa Inhibitors","D065427"
"DB12364","P-glycoprotein/ABCB1 Substrates",NA
"DB12365","Aza Compounds","D001372"
"DB12365","Organophosphorus Compounds","D009943"
"DB12366","Alimentary Tract and Metabolism",NA
"DB12366","Enzymes","D004798"
"DB12366","Lysosomal beta Glucuronidase",NA
"DB12367","Quinazolines","D011799"
"DB12370","Amino Acids, Peptides, and Proteins","D000602"
"DB12370","Peptides","D010455"
"DB12371","Agents that produce hypertension",NA
"DB12371","Azetines","D001385"
"DB12371","Benzene Derivatives","D001555"
"DB12371","Cytochrome P-450 CYP2C9 Substrates",NA
"DB12371","Cytochrome P-450 CYP2C9 Substrates with a Narrow Therapeutic Index",NA
"DB12371","Cytochrome P-450 CYP3A Substrates",NA
"DB12371","Cytochrome P-450 CYP3A4 Substrates",NA
"DB12371","Cytochrome P-450 CYP3A4 Substrates (strength unknown)",NA
"DB12371","Cytochrome P-450 CYP3A4 Substrates with a Narrow Therapeutic Index",NA
"DB12371","Immunosuppressive Agents","D007166"
"DB12373","Amino Acids, Peptides, and Proteins","D000602"
"DB12374","Alimentary Tract and Metabolism",NA
"DB12374","Enzymes","D004798"
"DB12376","Amines","D000588"
"DB12376","Antineoplastic Agents","D000970"
"DB12376","Histone Deacetylase Inhibitors","D056572"
"DB12376","Hydroxy Acids","D006880"
"DB12376","Hydroxylamines","D006898"
"DB12376","Moderate Risk QTc-Prolonging Agents",NA
"DB12376","QTc Prolonging Agents",NA
"DB12377","Anti-Bacterial Agents","D000900"
"DB12377","Anti-Infective Agents","D000890"
"DB12377","Aza Compounds","D001372"
"DB12377","beta-Lactamase Inhibitors","D065093"
"DB12377","Enzyme Inhibitors","D004791"
"DB12378","Amides","D000577"
"DB12378","Sulfones","D013450"
"DB12378","Sulfur Compounds","D013457"
"DB12379","Antibiotics, Antineoplastic","D000903"
"DB12379","Antineoplastic Agents","D000970"
"DB12379","Coloring Agents","D004396"
"DB12379","Compounds used in a research, industrial, or household setting","D020313"
"DB12379","Leukemia, Myelogenous, Chronic, BCR-ABL Positive","D015464"
"DB12379","Protein Kinase Inhibitors","D047428"
"DB12380","Cycloparaffins","D003516"
"DB12381","Antineoplastic Agents","D000970"
"DB12381","Nicotinic Acids","D009539"
"DB12381","Protein Kinase Inhibitors","D047428"
"DB12381","Pyrazoles","D011720"
"DB12381","Pyridines","D011725"
"DB12382","Amines","D000588"
"DB12382","Antineoplastic Agents","D000970"
"DB12382","Enzyme Inhibitors","D004791"
"DB12382","Histone Deacetylase Inhibitors","D056572"
"DB12382","Hydroxy Acids","D006880"
"DB12382","Hydroxylamines","D006898"
"DB12382","Sulfur Compounds","D013457"
"DB12384","Alkaloids","D000470"
"DB12385","Alkaloids","D000470"
"DB12385","Antineoplastic Agents","D000970"
"DB12385","Antineoplastic Agents, Phytogenic","D000972"
"DB12386","Live Attenuated Bacillus Calmette-Guerin Vaccine",NA
"DB12386","Live vaccines",NA
"DB12386","Vaccines","D014612"
"DB12390","Acids, Acyclic","D000144"
"DB12390","Fatty Acids","D005227"
"DB12390","Fatty Acids, Volatile","D005232"
"DB12390","Lipids","D008055"
"DB12390","PPAR delta, agonists",NA
"DB12391","Anti-Bacterial Agents","D000900"
"DB12391","Cytochrome P-450 CYP3A Inhibitors","D065692"
"DB12391","Cytochrome P-450 CYP3A4 Inhibitors","D065692"
"DB12391","Cytochrome P-450 CYP3A4 Inhibitors (strength unknown)",NA
"DB12391","Cytochrome P-450 Enzyme Inhibitors","D065607"
"DB12391","Lactones","D007783"
"DB12391","Macrolides","D018942"
"DB12391","Polyketides","D061065"
"DB12391","Sulfur Compounds","D013457"
"DB12391","Thiazoles","D013844"
"DB12392","Amides","D000577"
"DB12392","Amines","D000588"
"DB12392","Hydroxy Acids","D006880"
"DB12392","Hydroxylamines","D006898"
"DB12392","Sulfones","D013450"
"DB12392","Sulfur Compounds","D013457"
"DB12393","Organophosphorus Compounds","D009943"
"DB12395","Adrenergic Uptake Inhibitors","D018759"
"DB12395","Antidepressive Agents","D000928"
"DB12395","Central Nervous System Depressants","D002492"
"DB12395","Oxazines","D010078"
"DB12396","Amino Acids, Peptides, and Proteins","D000602"
"DB12396","Antibodies","D000906"
"DB12396","Blood Proteins","D001798"
"DB12396","Globulins","D005916"
"DB12396","Immunoglobulins","D007136"
"DB12396","Immunoproteins","D007162"
"DB12396","Proteins","D011506"
"DB12396","Serum Globulins","D012712"
"DB12399","Amides","D000577"
"DB12399","Antiinflammatory and Antirheumatic Products",NA
"DB12399","Antiinflammatory and Antirheumatic Products, Non-Steroids",NA
"DB12399","COX-2 Inhibitors","D052246"
"DB12399","Cyclooxygenase Inhibitors","D016861"
"DB12399","Musculo-Skeletal System",NA
"DB12399","Sulfones","D013450"
"DB12399","Sulfur Compounds","D013457"
"DB12400","Amides","D000577"
"DB12400","Phosphatidylinositol 3-Kinase, antagonists & inhibitors",NA
"DB12400","Sulfones","D013450"
"DB12400","Sulfur Compounds","D013457"
"DB12401","Antipsychotic Agents","D014150"
"DB12401","Butyrophenone Derivatives",NA
"DB12401","Butyrophenones","D002090"
"DB12401","Central Nervous System Agents","D002491"
"DB12401","Central Nervous System Depressants","D002492"
"DB12401","Ketones","D007659"
"DB12401","Nervous System","D009420"
"DB12401","Neurotoxic agents",NA
"DB12401","P-glycoprotein/ABCB1 Substrates",NA
"DB12401","Psycholeptics",NA
"DB12401","Psychotropic Drugs","D011619"
"DB12401","Tranquilizing Agents","D014149"
"DB12403","Elements","D004602"
"DB12403","Lanthanoid Series Elements","D028581"
"DB12403","Metals","D008670"
"DB12403","Metals, Rare Earth","D008674"
"DB12404","Benzazepines","D001552"
"DB12405","Carbohydrates","D002241"
"DB12405","Glycosides","D006027"
"DB12405","Nucleic Acids, Nucleotides, and Nucleosides","D009706"
"DB12405","Nucleosides","D009705"
"DB12406","Adjuvants, Immunologic","D000276"
"DB12406","Alkaloids","D000470"
"DB12406","Analgesics","D000700"
"DB12406","Analgesics, Non-Narcotic","D018712"
"DB12406","Anti-Inflammatory Agents","D000893"
"DB12406","Antirheumatic Agents","D018501"
"DB12406","Central Nervous System Agents","D002491"
"DB12406","Cytochrome P-450 CYP1A2 Substrates",NA
"DB12406","Immunologic Factors","D007155"
"DB12406","Peripheral Nervous System Agents","D018373"
"DB12406","Purines","D011687"
"DB12406","Purinones","D011688"
"DB12406","Radiation-Sensitizing Agents","D011838"
"DB12406","Sensory System Agents","D018689"
"DB12406","Theobromine","D013805"
"DB12406","Xanthine derivatives","D013806"
"DB12407","Acids, Carbocyclic","D000146"
"DB12407","Benzene Derivatives","D001555"
"DB12407","Benzoates","D001565"
"DB12407","Compounds used in a research, industrial, or household setting","D020313"
"DB12407","Contrast Media","D003287"
"DB12407","Diagnostic Uses of Chemicals","D064907"
"DB12407","Iodobenzoates","D007463"
"DB12407","Triiodobenzoic Acids","D014283"
"DB12407","Watersoluble, Nephrotropic, Low Osmolar X-Ray Contrast Media",NA
"DB12407","X-Ray Contrast Media, Iodinated",NA
"DB12408","Acids, Carbocyclic","D000146"
"DB12408","Azetines","D001385"
"DB12408","Phenylacetates","D010648"
"DB12408","Receptor, Muscarinic M3, antagonists & inhibitors",NA
"DB12409","Amino Acids, Peptides, and Proteins","D000602"
"DB12409","Biological Factors","D001685"
"DB12409","Blood Coagulation Factors","D001779"
"DB12409","Blood Proteins","D001798"
"DB12409","Endopeptidases","D010450"
"DB12409","Enzymes","D004798"
"DB12409","Enzymes and Coenzymes","D045762"
"DB12409","Factor VII","D005167"
"DB12409","Hydrolases","D006867"
"DB12409","Peptide Hydrolases","D010447"
"DB12409","Proteins","D011506"
"DB12409","Serine Endopeptidases","D012697"
"DB12409","Serine Proteases","D057057"
"DB12410","Anthracyclines","D018943"
"DB12410","Carbohydrates","D002241"
"DB12410","Daunorubicin","D003630"
"DB12410","Glycosides","D006027"
"DB12410","Naphthacenes","D009279"
"DB12410","Oligosaccharides","D009844"
"DB12410","Polysaccharides","D011134"
"DB12412","Agents causing angioedema",NA
"DB12412","Alimentary Tract and Metabolism",NA
"DB12412","Blood Glucose Lowering Agents","D007004"
"DB12412","Diabetes Mellitus, Type 2, drug therapy",NA
"DB12412","DPP-IV Inhibitors","D054873"
"DB12412","Drugs Used in Diabetes",NA
"DB12412","Oral Hypoglycemics",NA
"DB12412","Piperidines","D010880"
"DB12415","Androstanes","D000731"
"DB12415","Androstenes","D000736"
"DB12415","Prostatic Neoplasms, drug therapy",NA
"DB12415","Steroids","D013256"
"DB12416","Acids, Acyclic","D000144"
"DB12416","Agents Acting on the Renin-Angiotensin System",NA
"DB12416","Renin-Inhibitors",NA
"DB12417","Agents causing angioedema",NA
"DB12417","Blood Glucose Lowering Agents","D007004"
"DB12417","DPP-IV Inhibitors","D054873"
"DB12418","Benzothiazoles","D052160"
"DB12418","Compounds used in a research, industrial, or household setting","D020313"
"DB12418","Diet, Food, and Nutrition","D000066888"
"DB12418","Flavoring Agents","D005421"
"DB12418","Food","D005502"
"DB12418","Food Additives","D005503"
"DB12418","Food and Beverages","D019602"
"DB12418","Physiological Phenomena","D010829"
"DB12418","Sulfur Compounds","D013457"
"DB12418","Sweetening Agents","D013549"
"DB12418","Thiazoles","D013844"
"DB12419","Alcohols","D000438"
"DB12420","Terpenes","D013729"
"DB12422","Anticarcinogenic Agents","D016588"
"DB12422","Antineoplastic Agents","D000970"
"DB12422","Compounds used in a research, industrial, or household setting","D020313"
"DB12422","Isocyanates","D017953"
"DB12422","Protective Agents","D020011"
"DB12422","Sulfur Compounds","D013457"
"DB12423","Carbohydrates","D002241"
"DB12423","Deoxyribonucleosides","D003853"
"DB12423","Dideoxynucleosides","D015224"
"DB12423","Glycosides","D006027"
"DB12423","Nucleic Acids, Nucleotides, and Nucleosides","D009706"
"DB12423","Nucleosides","D009705"
"DB12423","Pyrimidine Nucleosides","D011741"
"DB12423","Pyrimidines","D011743"
"DB12423","Thymidine","D013936"
"DB12424","Receptors, Calcitonin Gene-Related Peptide, antagonists & inhibitors",NA
"DB12425","Thyroxine-binding globulin substrates",NA
"DB12426","Sulfur Compounds","D013457"
"DB12427","Antidepressive Agents","D000928"
"DB12427","Central Nervous System Depressants","D002492"
"DB12428","Acids, Acyclic","D000144"
"DB12428","Acrylates","D000179"
"DB12428","Amides","D000577"
"DB12428","TRPV Cation Channels, antagonists & inhibitors",NA
"DB12429","Acids, Carbocyclic","D000146"
"DB12429","Amides","D000577"
"DB12429","Benzene Derivatives","D001555"
"DB12429","Benzoates","D001565"
"DB12429","Calcium-Calmodulin-Dependent Protein Kinases","D017871"
"DB12430","Acetates","D000085"
"DB12430","Acids, Acyclic","D000144"
"DB12430","Fatty Acids","D005227"
"DB12430","Fatty Acids, Volatile","D005232"
"DB12430","Lipids","D008055"
"DB12430","Sulfhydryl Compounds","D013438"
"DB12430","Sulfur Compounds","D013457"
"DB12430","Terpenes","D013729"
"DB12431","Amino Acids, Peptides, and Proteins","D000602"
"DB12431","Biological Factors","D001685"
"DB12431","Carbohydrates","D002241"
"DB12431","Colony-Stimulating Factors","D003115"
"DB12431","Cytokines","D016207"
"DB12431","Glycoconjugates","D006001"
"DB12431","Glycoproteins","D006023"
"DB12431","Hematopoietic Cell Growth Factors","D016298"
"DB12431","Intercellular Signaling Peptides and Proteins","D036341"
"DB12431","Interleukins","D007378"
"DB12431","Peptides","D010455"
"DB12431","Proteins","D011506"
"DB12432","JNK Mitogen-Activated Protein Kinases, antagonists & inhibitors",NA
"DB12432","Pyrazoles","D011720"
"DB12434","Diterpenes","D004224"
"DB12434","Stevia","D036625"
"DB12434","Sweetening Agents","D013549"
"DB12434","Terpenes","D013729"
"DB12436","Antiemetics","D000932"
"DB12436","Autonomic Agents","D001337"
"DB12436","Central Nervous System Agents","D002491"
"DB12436","Gastrointestinal Agents","D005765"
"DB12436","Neurokinin-1 Receptor Antagonists","D064729"
"DB12436","Neurotransmitter Agents","D018377"
"DB12436","Peripheral Nervous System Agents","D018373"
"DB12439","Acids, Acyclic","D000144"
"DB12439","Acids, Carbocyclic","D000146"
"DB12439","Amides","D000577"
"DB12439","Benzene Derivatives","D001555"
"DB12439","Benzoates","D001565"
"DB12439","Formates","D005561"
"DB12439","Iodine Radioisotopes","D007457"
"DB12439","Iodobenzoates","D007463"
"DB12440","Pyrimidines","D011743"
"DB12442","Amides","D000577"
"DB12442","HSP90 Heat-Shock Proteins","D018841"
"DB12442","Lactams","D007769"
"DB12442","Quinones","D011809"
"DB12443","Carbohydrates","D002241"
"DB12443","Glycosides","D006027"
"DB12443","Nucleic Acids, Nucleotides, and Nucleosides","D009706"
"DB12443","Nucleosides","D009705"
"DB12443","Purine Nucleosides","D011684"
"DB12443","Purines","D011687"
"DB12443","Ribonucleosides","D012263"
"DB12444","Amino Acids","D000596"
"DB12444","Amino Acids, Acidic","D024342"
"DB12444","Amino Acids, Dicarboxylic","D000600"
"DB12444","Amino Acids, Peptides, and Proteins","D000602"
"DB12445","Acids, Carbocyclic","D000146"
"DB12445","Agents causing hyperkalemia",NA
"DB12445","Agents that produce hypertension",NA
"DB12445","Analgesics","D000700"
"DB12445","Analgesics, Non-Narcotic","D018712"
"DB12445","Anti-Inflammatory Agents","D000893"
"DB12445","Anti-Inflammatory Agents, Non-Steroidal","D000894"
"DB12445","Antiplatelet agents","D010975"
"DB12445","Antirheumatic Agents","D018501"
"DB12445","Benzene Derivatives","D001555"
"DB12445","Benzoates","D001565"
"DB12445","Cardiovascular Agents","D002317"
"DB12445","Central Nervous System Agents","D002491"
"DB12445","Cysteine Proteinase Inhibitors","D015853"
"DB12445","Enzyme Inhibitors","D004791"
"DB12445","Fibrin Modulating Agents","D050299"
"DB12445","Hematologic Agents","D006401"
"DB12445","Hydroxy Acids","D006880"
"DB12445","Hydroxybenzoates","D062385"
"DB12445","Nephrotoxic agents",NA
"DB12445","Non COX-2 selective NSAIDS",NA
"DB12445","Peripheral Nervous System Agents","D018373"
"DB12445","Phenols","D010636"
"DB12445","Salicylates","D012459"
"DB12445","Sensory System Agents","D018689"
"DB12447","Anti-Acne Preparations",NA
"DB12447","Anti-Acne Preparations for Topical Use",NA
"DB12447","Anti-Bacterial Agents","D000900"
"DB12447","Anti-Infective Agents","D000890"
"DB12447","Antiinfectives for Treatment of Acne",NA
"DB12447","Antineoplastic Agents","D000970"
"DB12447","Dermatologicals","D003879"
"DB12447","Enzyme Inhibitors","D004791"
"DB12447","Quinolines","D011804"
"DB12447","Quinolones","D015363"
"DB12447","Topoisomerase II Inhibitors","D059005"
"DB12447","Topoisomerase Inhibitors","D059003"
"DB12448","Acids, Carbocyclic","D000146"
"DB12448","Alcohols","D000438"
"DB12448","Benzene Derivatives","D001555"
"DB12448","Benzoates","D001565"
"DB12448","Fatty Alcohols","D005233"
"DB12448","Hydroxy Acids","D006880"
"DB12448","Lipids","D008055"
"DB12448","Phenols","D010636"
"DB12449","Antioxidants","D000975"
"DB12449","Central Nervous System Agents","D002491"
"DB12449","Compounds used in a research, industrial, or household setting","D020313"
"DB12449","Drug Synergism","D004357"
"DB12449","Enzyme Inhibitors","D004791"
"DB12449","Free Radicals","D005609"
"DB12449","Neuroprotective Agents","D018696"
"DB12449","Protective Agents","D020011"
"DB12449","Protein Synthesis Inhibitors","D011500"
"DB12449","Radiation-Protective Agents","D011837"
"DB12449","Spin Labels","D013113"
"DB12450","Acids, Carbocyclic","D000146"
"DB12450","Antioxidants","D000975"
"DB12450","Benzene Derivatives","D001555"
"DB12450","Benzoates","D001565"
"DB12450","Compounds used in a research, industrial, or household setting","D020313"
"DB12450","Gallic Acid","D005707"
"DB12450","Hydroxy Acids","D006880"
"DB12450","Hydroxybenzoates","D062385"
"DB12450","Phenols","D010636"
"DB12450","Protective Agents","D020011"
"DB12451","Amino Acids, Peptides, and Proteins","D000602"
"DB12451","Peptides","D010455"
"DB12451","Peptides, Cyclic","D010456"
"DB12452","Alcohols","D000438"
"DB12452","Compounds used in a research, industrial, or household setting","D020313"
"DB12452","Fatty Alcohols","D005233"
"DB12452","Lipids","D008055"
"DB12452","Octanols","D000442"
"DB12452","Solvents","D012997"
"DB12453","Anions","D000838"
"DB12453","Anti-Infective Agents","D000890"
"DB12453","Compounds used in a research, industrial, or household setting","D020313"
"DB12453","Dental Disinfectants","D019551"
"DB12453","Disinfectants","D004202"
"DB12453","Electrolytes","D004573"
"DB12453","Ions","D007477"
"DB12453","Oxygen Compounds","D017601"
"DB12454","Alkaloids","D000470"
"DB12454","Isoquinolines","D007546"
"DB12455","Anti-Bacterial Agents","D000900"
"DB12455","Antibacterials for Systemic Use",NA
"DB12455","Antiinfectives for Systemic Use",NA
"DB12455","Naphthacenes","D009279"
"DB12455","P-glycoprotein/ABCB1 Substrates",NA
"DB12455","Tetracyclines","D013754"
"DB12456","Amino Acids, Peptides, and Proteins","D000602"
"DB12456","Antibodies","D000906"
