"primary_key","synonym_Synonyms","language_Synonyms","coder_Synonyms"
"DB10928","Kochia scoparia pollen","english",NA
"DB10929","burweed marshelder pollen extract","english",NA
"DB10929","Iva xanthifolia pollen","english",NA
"DB10930","Amaranthus bulgaricus whole","english",NA
"DB10930","Amaranthus bullatus whole","english",NA
"DB10930","Amaranthus curvifolius whole","english",NA
"DB10930","Amaranthus delilei whole","english",NA
"DB10930","Amaranthus johnstonii whole","english",NA
"DB10930","Amaranthus recurvatus whole","english",NA
"DB10930","Amaranthus retroflexus","english",NA
"DB10930","Amaranthus retroflexus whole","english",NA
"DB10930","Amaranthus rigidus whole","english",NA
"DB10930","Amaranthus spicatus whole","english",NA
"DB10930","Careless weed whole","english",NA
"DB10930","Galliaria retroflexa whole","english",NA
"DB10930","Galliaria scabra whole","english",NA
"DB10930","Red-root amaranth whole","english",NA
"DB10930","Redroot amaranth whole","english",NA
"DB10930","Redroot pigweed whole","english",NA
"DB10930","Rough pigweed whole","english",NA
"DB10932","Acremonium roseum","english",NA
"DB10932","Cephalosporium roseum","english",NA
"DB10932","Cephalosporium roseum whole","english",NA
"DB10933","Curvularia extract","english",NA
"DB10934","Fusarium extract","english",NA
"DB10935","Monilia sitophila extract","english",NA
"DB10936","Phoma extract","english",NA
"DB10937","wheat rust extract","english",NA
"DB10939","Pleospora tarda","english",NA
"DB10939","Pleospora tarda whole","english",NA
"DB10939","Stemphylium botryosum","english",NA
"DB10941","fivehorn smotherweed pollen extract","english",NA
"DB10942","mustard pollen extract","english",NA
"DB10943","bottlebrush pollen extract","english",NA
"DB10945","silver ragweed pollen extract","english",NA
"DB10946","winterfat pollen extract","english",NA
"DB10947","canyon ragweed pollen extract","english",NA
"DB10948","sandbur ragweed pollen extract","english",NA
"DB10949","Koelers grass pollen extract","english",NA
"DB10949","Standardized june grass pollen","english",NA
"DB10950","date palm pollen extract","english",NA
"DB10952","California scrub oak pollen extract","english",NA
"DB10953","alkali blite pollen extract","english",NA
"DB10953","Suaeda nigra pollen","english",NA
"DB10954","linden pollen extract","english",NA
"DB10957","Dolichovespula arenaria venom protein extract","english",NA
"DB10957","yellow hornet venom protein","english",NA
"DB10958","bald-faced hornet venom protein","english",NA
"DB10958","White faced hornet venom protein","english",NA
"DB10959","northern paper wasp venom protein","english",NA
"DB10961","cultivated barley pollen extract","english",NA
"DB10962","creeping bentgrass pollen extract","english",NA
"DB10963","littleseed canary grass pollen extract","english",NA
"DB10964","Allergenic extract, Italian Ryegrass Pollen","english",NA
"DB10964","Italian rye grass pollen extract","english",NA
"DB10964","Lolium multiflorum pollen","english",NA
"DB10964","Lolium perenne ssp. multiflorum pollen","english",NA
"DB10965","Sorghum bicolor pollen extract","english",NA
"DB10966","Sudan grass pollen extract","english",NA
"DB10967","broomweed pollen extract","english",NA
"DB10968","narrowleaf marshelder pollen extract","english",NA
"DB10971","Mycogone nigra","english",NA
"DB10971","Mycogone nigra whole","english",NA
"DB10972","Absidia capillata whole","english",NA
"DB10973","Humicola brevispora","english",NA
"DB10973","Humicola lanuginosa","english",NA
"DB10973","Monotospora lanuginosa","english",NA
"DB10973","Sepedonium lanuginosum","english",NA
"DB10973","Thermomyces lanuginosus","english",NA
"DB10973","Thermomyces lanuginosus whole","english",NA
"DB10974","Basidiotrichosporon cutaneum","english",NA
"DB10974","Geotrichoides cutanea","english",NA
"DB10974","Geotrichum cutaneum","english",NA
"DB10974","Monilia cutanea","english",NA
"DB10974","Mycoderma cutaneum","english",NA
"DB10974","Oidium cutaneum","english",NA
"DB10974","Oospora cutanea","english",NA
"DB10974","Proteomyces cutaneus","english",NA
"DB10974","Trichosporon cutaneum","english",NA
"DB10974","Trichosporon cutaneum whole","english",NA
"DB10975","Pyrethrum cinerariifolium","english",NA
"DB10977","Chocolate","english",NA
"DB10977","Cocoa bean","english",NA
"DB10979","blue crab preparation","english",NA
"DB10980","Barley malt flour","english",NA
"DB10980","Barley malt flr","english",NA
"DB10980","Malted barley","english",NA
"DB10982","sage leaf allergenic extract","english",NA
"DB10982","Salvia officinalis","english",NA
"DB10983","Garden thyme","english",NA
"DB10984","Peppermint flowering top","english",NA
"DB10985","Slippery elm pollen","english",NA
"DB10985","Ulmus fulva pollen","english",NA
"DB10985","Ulmus rubra pollen","english",NA
"DB10986","Douglas fir pollen extract","english",NA
"DB10987","Carya laciniosa pollen","english",NA
"DB10987","Hicoria laciniosa pollen","english",NA
"DB10987","Juglans laciniosa pollen","english",NA
"DB10987","King's-nut pollen","english",NA
"DB10987","Shellback hickory pollen","english",NA
"DB10987","Shellbark hickory pollen","english",NA
"DB10988","osage orange pollen extract","english",NA
"DB10989","Hepatitis A vaccine, inactivated","english",NA
"DB10990","Haemophilus influenzae type b strain 20752, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine","english",NA
"DB10991","Bordetella pertussis toxoid vaccine, inactivated","english",NA
"DB10996","influenza A virus A/Christchurch/16/2010 (H1N1) antigen","english",NA
"DB10998","influenza A virus A/Brisbane/10/2010 (H1N1) antigen","english",NA
"DB11002","influenza B virus B/Utah/9/2014 antigen","english",NA
"DB11003","Anthrax vaccine adsorbed","english",NA
"DB11003","Bacillus anthracis inactivated antigen","english",NA
"DB11003","Bacillus anthracis strain V770-NP1-R antigen","english",NA
"DB11003","Bacillus anthracis strain V770-NP1-R antigens","english",NA
"DB11003","Bacillus anthracis strain V770-NP1-R filtrate (attenuated) antigen","english",NA
"DB11003","Bacillus anthracis strain V770-NP1-R filtrate antigen","english",NA
"DB11004","Betula alba var. pendula pollen","english",NA
"DB11004","Betula pendula pollen","english",NA
"DB11004","Betula pendula pollen extract","english",NA
"DB11004","European white birch pollen","english",NA
"DB11004","Silver birch pollen","english",NA
"DB11004","Weeping birch pollen","english",NA
"DB11005","Chinese elm pollen extract","english",NA
"DB11006","Blue palo verde pollen","english",NA
"DB11006","Blue paloverde pollen","english",NA
"DB11006","Cercidium floridum pollen","english",NA
"DB11006","Cercidium floridum subsp. floridum pollen","english",NA
"DB11006","Cercidium torreyanum pollen","english",NA
"DB11006","Palo verde pollen","english",NA
"DB11006","Parkinsonia florida pollen","english",NA
"DB11006","Parkinsonia torreyana pollen","english",NA
"DB11008","Chicken, turkey, duck, goose, or quail","english",NA
"DB11008","Poultry","english",NA
"DB11008","Poultry, unspecified","english",NA
"DB11009","Clam","english",NA
"DB11009","clam allergenic extract","english",NA
"DB11009","Minced clams","english",NA
"DB11009","Northern quahog","english",NA
"DB11009","Quahog","english",NA
"DB11010","Cod","english",NA
"DB11010","Cod, unspecified preparation","english",NA
"DB11010","Codfish","english",NA
"DB11010","codfish allergenic extract","english",NA
"DB11011","Crab leg, unspecified","english",NA
"DB11014","Pink salmon","english",NA
"DB11014","Salmon","english",NA
"DB11014","salmon allergenic extract","english",NA
"DB11014","salmon preparation","english",NA
"DB11017","Saccharomyces cerevisiae/saccharomyces boulardii","english",NA
"DB11017","Yeast, dried","english",NA
"DB11017","Yeast, unspecified","english",NA
"DB11017","Yeasts","english",NA
"DB11019","Cavia aperea porcellus dander","english",NA
"DB11019","Cavia cobaya dander","english",NA
"DB11019","Cavia porcellus dander","english",NA
"DB11019","Guinea pig dander","english",NA
"DB11020","Aurochs dander","english",NA
"DB11020","Bos bovis dander","english",NA
"DB11020","Bos indicus dander","english",NA
"DB11020","Bos primigenius dander","english",NA
"DB11020","Bos primigenius taurus dander","english",NA
"DB11020","Bos taurus dander","english",NA
"DB11020","Bovine dander","english",NA
"DB11020","Cow dander","english",NA
"DB11020","Domestic cattle dander","english",NA
"DB11020","Domestic cow dander","english",NA
"DB11020","Domesticated cattle dander","english",NA
"DB11023","Monilia digitata","english",NA
"DB11023","Mucor digitata","english",NA
"DB11023","Penicillium digitatum","english",NA
"DB11023","Penicillium digitatum whole","english",NA
"DB11024","Clonostachys araucaria","english",NA
"DB11024","Clonostachys rosea","english",NA
"DB11024","Clonostachys rosea f. rosea","english",NA
"DB11024","Clonostachys rosea forma rosea","english",NA
"DB11024","Gliocladium aureum","english",NA
"DB11024","Gliocladium roseum","english",NA
"DB11024","Haplotrichum roseum","english",NA
"DB11024","Penicillium roseum","english",NA
"DB11026","black imported fire ant allergenic extract","english",NA
"DB11027","red paper wasp venom protein","english",NA
"DB11028","common paper wasp venom protein","english",NA
"DB11029","Metricus paper wasp venom protein","english",NA
"DB11030","German wasp venom protein","english",NA
"DB11031","western yellow jacket venom protein","english",NA
"DB11033","common wasp venom protein","english",NA
"DB11033","Hymenoptera venom diagnostic","english",NA
"DB11033","Yellow jacket venom protein","english",NA
"DB11034","influenza A virus A/Bolivia/559/2013 (H1N1) antigen","english",NA
"DB11036","influenza B virus B/Phuket/3073/2013 antigen","english",NA
"DB11037","influenza B virus B/Brisbane/60/2008 antigen","english",NA
"DB11047","influenza A virus A/Switzerland/9715293/2013 (H3N2) antigen","english",NA
"DB11050","Salmonella enterica subsp. enterica serovar typhi","english",NA
"DB11050","Salmonella typhi Ty21a live antigen","english",NA
"DB11050","Typhoid vaccine (salmonella typhi Ty21a)","english",NA
"DB11050","Typhoid Vaccine Live Ty21a","english",NA
"DB11051","Autologous cultured fibroblasts","english",NA
"DB11056","Stannous chloride anhydrous","english",NA
"DB11056","Stannous chloride,anhydrous","english",NA
"DB11056","Tin dichloride","english",NA
"DB11057","Food Grade Mineral Oil","english",NA
"DB11057","Heavy Liquid Petrolatum","english",NA
"DB11057","Heavy mineral oil","english",NA
"DB11057","Liquid Paraffin","english",NA
"DB11057","Liquid Petrolatum","english",NA
"DB11057","Mineral Oil (high Viscosity)","english",NA
"DB11057","Mineral Oil, Heavy","english",NA
"DB11057","Paraffin Oil","english",NA
"DB11057","Paraffin, Liquid","english",NA
"DB11057","Paraffinum Liquidum","english",NA
"DB11057","Petrolatum, Liquid","english",NA
"DB11057","White Mineral Oil","english",NA
"DB11058","Multi-hydrocarbon","english",NA
"DB11058","Paraffinum album","latin",NA
"DB11058","Paraffinum flavum","latin",NA
"DB11058","Petrolatum base","english",NA
"DB11058","Petrolatum, white","english",NA
"DB11058","Petrolatum,amber","english",NA
"DB11058","Petrolatum,white","english",NA
"DB11058","Petroleum jelly","english",NA
"DB11058","Soft paraffin","english",NA
"DB11058","White petrolatum","english",NA
"DB11058","White, soft paraffin","english",NA
"DB11058","Yellow soft paraffin","english",NA
"DB11059","Carbose","english",NA
"DB11059","Carboxymethyl cellulose","english",NA
"DB11059","Carmellose","english",NA
"DB11059","Carmelosa","spanish",NA
"DB11059","Cellulose carboxymethyl ether","english",NA
"DB11059","Cellulose gum","english",NA
"DB11059","Cellulose, carboxymethyl ether","english",NA
"DB11059","Thylose","english",NA
"DB11060","Alcohol polivinílico","spanish",NA
"DB11060","Polyvinyl alcohol","english","usp"
"DB11060","PVOH","english",NA
"DB11061","1-ethenyl-2-pyrrolidinone homopolymer","english",NA
"DB11061","1-vinyl-2-pyrrolidinone polymer","english",NA
"DB11061","Polividone","english",NA
"DB11061","Povidona","spanish",NA
"DB11061","Povidone","english","inn/usan"
"DB11061","Povidone, unspecified","english",NA
"DB11061","Povidonum","latin",NA
"DB11062","Octisalate","english","inn/usan"
"DB11063","polyoxyethylene-sorbitan-20 mono-oleate","english",NA
"DB11063","Polysorbate 80","english","inn/usan"
"DB11063","Tween 80","english",NA
"DB11064","Homosalate","english","inn/usan"
"DB11065","1,4-alpha-D-Glucan glucanohydrolase","english",NA
"DB11065","alpha-Amylase","english",NA
"DB11065","alpha-amylase (porcine)","english",NA
"DB11065","Alpha-amylase swine pancreas","english",NA
"DB11065","alpha-Amylases","english",NA
"DB11065","Amylase A","english",NA
"DB11065","Amylase AD","english",NA
"DB11065","Amylase, pancreatic","english",NA
"DB11065","Porcine pancreas alpha-amylase","english",NA
"DB11066","Protease, pancreatic","english",NA
"DB11067","HIP","english",NA
"DB11069","Algal oil (schizochytrium sp.)","english",NA
"DB11069","DHA from algal (schizochytrium) oil","english",NA
"DB11072","fluorure d'hydrogène","french",NA
"DB11072","Fluorwasserstoff","german",NA
"DB11072","Hydrofluoric acid","english",NA
"DB11072","Hydrogen fluoride, anhydrous","english",NA
"DB11072","Hydrogenfluorid","german",NA
"DB11073","1-hexadecylpyridinium","english","iupac"
"DB11074","Dimethicone","english","usan"
"DB11074","Dimeticona","spanish",NA
"DB11075","Cellulose hydroxypropyl methyl ether","english",NA
"DB11075","Cellulose, 2-hydroxypropyl methyl ether","english",NA
"DB11075","Hipromelosa","spanish",NA
"DB11075","Hydroxypropyl methylcellulose 2208","english",NA
"DB11075","Hydroxypropyl methylcellulose 2910","english",NA
"DB11075","Hydroxypropyl methylcellulose 4000","english",NA
"DB11075","Hydroxypropyl methylcelluloses","english",NA
"DB11075","Hydroxypropylmethylcellulose","english",NA
"DB11075","Hypromellose","english","inn"
"DB11075","Hypromelloses","english",NA
"DB11077","3,6,9,12,15,18,21-heptaoxatricosane-1,23-diol","english","iupac"
"DB11077","Octaethylene glycol","english",NA
"DB11077","PEG-400","english",NA
"DB11077","PEG-8","english",NA
"DB11077","Polyethylene glycol 400","english",NA
"DB11077","Polyethylene glycol 8","english",NA
"DB11081","Aluminium chloride","english","inn"
"DB11082","Coal tars","english",NA
"DB11082","Tar, coal","english",NA
"DB11085","1,3-Benzenediol","english",NA
"DB11085","1,3-Dihydroxybenzene","english",NA
"DB11085","1,3-Dihydroxybenzol","german",NA
"DB11085","m-Hydroquinone","english",NA
"DB11085","m-hydroxyphenol","english",NA
"DB11085","Resorzin","german",NA
"DB11086","Cacao butter","english",NA
"DB11086","Cacao seed oil, fermented","english",NA
"DB11086","Oil, cocoa butter","english",NA
"DB11086","Oil,cocoa butter","english",NA
"DB11086","Theobroma cacao (cocoa) seed butter","english",NA
"DB11086","Theobroma cacao oil","english",NA
"DB11086","Theobroma oil","english",NA
"DB11087","Pyrethrins","english",NA
"DB11089","Dioctyl sulfosuccinate","english",NA
"DB11089","Docusate hydrogen","english",NA
"DB11092","difluorostannylene","english",NA
"DB11092","fluoristan","english",NA
"DB11092","tin difluoride","english",NA
"DB11092","Tin(II) fluoride","english","iupac"
"DB11093","tricalcium citrate","english",NA
"DB11094","Calciferol","english",NA
"DB11094","Vitamin D NOS","english",NA
"DB11094","Vitamin D, unspecified form","english",NA
"DB11095","63-Desulfohirudin","english",NA
"DB11095","63-Desulfohirudin (Hirudo Medicinalis Isoform HV1)","english",NA
"DB11095","63-Desulfohirudin (recombinant)","english",NA
"DB11095","Desirudin recombinant","english",NA
"DB11095","Desirudina","spanish",NA
"DB11095","Hirudin desirudin","english",NA
"DB11096","Menthyl anthranilate","english",NA
"DB11096","Menthyl-O-aminobenzoate","english",NA
"DB11096","Meradimate","english","inn/usan"
"DB11097","Psyllium","english",NA
"DB11097","Psyllium husk","english",NA
"DB11098","Carbonic acid, monopotassium salt","english",NA
"DB11098","Potassium hydrogen carbonate","english","iupac"
"DB11100","(2,5-Dioxo-4-imidazolidinyl)urea","english",NA
"DB11100","2,5-Dioxo-4-imidazolidinyl-urea","english",NA
"DB11100","4-ureido-2,5-imidazolidinedione","english",NA
"DB11100","5-Ureido-2,4-imidazolidindione","english",NA
"DB11100","5-Ureidohydantoin","english",NA
"DB11100","Alantoína","spanish",NA
"DB11100","Allantoin","english","usan"
"DB11100","glyoxyldiureide","english",NA
"DB11100","N-(2,5-Dioxo-4-imidazolidinyl)urea","english",NA
"DB11102","(+)-(2s)-2-(acetylamino)-3-(4-hydroxyphenyl)propanoic acid","english",NA
"DB11102","(2s)-2-acetylamino-3-(4-hydroxyphenyl)propanoic acid","english",NA
"DB11102","Acetyl tyrosine","english",NA
"DB11102","L-N-acetyltyrosine","english",NA
"DB11102","Melanowhite-A","english",NA
"DB11102","N-acetyl-L-tyrosine","english",NA
"DB11102","N-acetyl-tyrosine","english",NA
"DB11102","N-acetyltyrosin","english",NA
"DB11104","hexafluoridosulfur","english","iupac"
"DB11104","Sulfur fluoride","english",NA
"DB11104","Sulfur hexafluoride","english","usan"
"DB11104","sulfur(6+) fluoride","english","iupac"
"DB11104","sulfur(VI) fluoride","english",NA
"DB11104","Sulphur hexafluoride","english",NA
"DB11107","Potassium bitartrate","english","usan"
"DB11107","potassium hydrogen tartrate","english",NA
"DB11108","Aluminum sesquichlorohydrate","english","usan"
"DB11109","Chlor","german",NA
"DB11109","Chlore","french",NA
"DB11109","Cloro","latin",NA
"DB11109","Dichlorine","english",NA
"DB11110","Magnesium dicitrate","english",NA
"DB11110","Trimagnesium citrate","english",NA
"DB11110","Trimagnesium dicitrate","english",NA
"DB11112","Anhydrous lanolin","english",NA
"DB11112","Fats, lanolin","english",NA
"DB11112","Lanolin oil","english",NA
"DB11112","Lanolin, anhydrous","english",NA
"DB11112","Wool fat","english",NA
"DB11112","Wool grease","english",NA
"DB11112","Wool oil","english",NA
"DB11112","Wool wax, lanolin","english",NA
"DB11112","Wool wax, refined","english",NA
"DB11113","Agaliya oil","english",NA
"DB11113","Bimayou","english",NA
"DB11113","Castorbean oil","english",NA
"DB11113","Cataputia major oil","english",NA
"DB11113","Cataputia minor oil","english",NA
"DB11113","Croton spinosus oil","english",NA
"DB11113","Lama palagi oil","english",NA
"DB11113","Maskerekur oil","english",NA
"DB11113","Oleum ricini","english",NA
"DB11113","Ricinus africanus oil","english",NA
"DB11113","Ricinus angulatus oil","english",NA
"DB11113","Ricinus armatus oil","english",NA
"DB11113","Ricinus atropurpureus oil","english",NA
"DB11113","Ricinus badius oil","english",NA
"DB11113","Ricinus borboniensis oil","english",NA
"DB11113","Ricinus cambodgensis oil","english",NA
"DB11113","Ricinus communis (castor) seed oil","english",NA
"DB11113","Ricinus communis castor seed oil","english",NA
"DB11113","Ricinus communis fibre oil","english",NA
"DB11113","Ricinus communis oil","english",NA
"DB11113","Ricinus communis seed oil","english",NA
"DB11113","Ricinus compactus oil","english",NA
"DB11113","Ricinus digitatus oil","english",NA
"DB11113","Ricinus europaeus oil","english",NA
"DB11113","Ricinus gibsonii oil","english",NA
"DB11113","Ricinus giganteus oil","english",NA
"DB11113","Ricinus glaucus oil","english",NA
"DB11113","Ricinus hybridus oil","english",NA
"DB11113","Ricinus inermis oil","english",NA
"DB11113","Ricinus japonicus oil","english",NA
"DB11113","Ricinus krappa oil","english",NA
"DB11113","Ricinus laevis oil","english",NA
"DB11113","Ricinus lividus oil","english",NA
"DB11113","Ricinus macrocarpus oil","english",NA
"DB11113","Ricinus macrophyllus oil","english",NA
"DB11113","Ricinus medicus oil","english",NA
"DB11113","Ricinus medius oil","english",NA
"DB11113","Ricinus messeniacus oil","english",NA
"DB11113","Ricinus metallicus oil","english",NA
"DB11113","Ricinus microcarpus oil","english",NA
"DB11113","Ricinus minor oil","english",NA
"DB11113","Ricinus nanus oil","english",NA
"DB11113","Ricinus obermannii oil","english",NA
"DB11113","Ricinus oil","english",NA
"DB11113","Ricinus peltatus oil","english",NA
"DB11113","Ricinus perennis oil","english",NA
"DB11113","Ricinus persicus oil","english",NA
"DB11113","Ricinus purpurascens oil","english",NA
"DB11113","Ricinus ruber oil","english",NA
"DB11113","Ricinus rugosus oil","english",NA
"DB11113","Ricinus rutilans oil","english",NA
"DB11113","Ricinus sanguineus oil","english",NA
"DB11113","Ricinus scaber oil","english",NA
"DB11113","Ricinus speciosus oil","english",NA
"DB11113","Ricinus spectabilis oil","english",NA
"DB11113","Ricinus tunisensis oil","english",NA
"DB11113","Ricinus undulatus oil","english",NA
"DB11113","Ricinus urens oil","english",NA
"DB11113","Ricinus viridis oil","english",NA
"DB11113","Ricinus vulgaris oil","english",NA
"DB11113","Ricinus zanzibarensis oil","english",NA
"DB11113","Ricinus zanzibarinus","english",NA
"DB11113","Toto ni vavalagi oil","english",NA
"DB11113","Uluchula skoki oil","english",NA
"DB11115","Ensulizole","english","inn/usan"
"DB11115","phenylbenzimidazole sulfonic acid","english",NA
"DB11117","10-undecenoic acid","english",NA
"DB11117","ácido 10-undecenoico","spanish",NA
"DB11117","Undecenoic acid","english",NA
"DB11117","Undecylenate","english",NA
"DB11120","Gum turpentine","english",NA
"DB11120","Spirits of gum turpentine","english",NA
"DB11120","Turpentine (gum)","english",NA
"DB11120","Turpentine gum","english",NA
"DB11121","2-chloro-5-hydroxy-1,3-dimethylbenzene","english",NA
"DB11121","2-chloro-5-hydroxy-m-xylene","english",NA
"DB11121","2-Chloro-m-xylenol","english",NA
"DB11121","3,5-dimethyl-4-chlorophenol","english",NA
"DB11121","4-chloro-1-hydroxy-3,5-dimethylbenzene","english",NA
"DB11121","4-chloro-3,5-dimethylphenol","english","iupac"
"DB11121","4-chloro-m-xylenol","english",NA
"DB11121","chloro-xylenol","english",NA
"DB11121","Chloroxylenol","english","inn/usan"
"DB11121","cloroxilenol","spanish","inn"
"DB11121","p-chloro-3,5-xylenol","english",NA
"DB11121","p-chloro-m-xylenol","english",NA
"DB11121","parachlorometaxylenol","english",NA
"DB11121","PCMX","english",NA
"DB11123","Hypochlorit","german",NA
"DB11126","Calcarea gluconica","english",NA
"DB11126","Calcii gluconas","latin",NA
"DB11126","Calcio gluconato","spanish",NA
"DB11126","Calcium di-gluconate","english",NA
"DB11126","Calcium gluconate anhydrous","english",NA
"DB11126","Calcium gluconate, anhydrous","english",NA
"DB11126","D-gluconic acid, calcium salt (2:1)","english",NA
"DB11127","selenige Säure","german",NA
"DB11127","Selenous acid","english","iupac"
"DB11129","Urea hydrogen peroxide","english",NA
"DB11130","Opio","spanish",NA
"DB11130","Papaver somniferum exudate","english",NA
"DB11130","Papaver somniferum resin","english",NA
"DB11131","Capsaicin oleoresin","english",NA
"DB11131","Capsicum annuum resin","english",NA
"DB11131","Capsicum capsicum resin","english",NA
"DB11131","Capsicum longum resin","english",NA
"DB11131","Cayenne pepper resin","english",NA
"DB11131","Chili oleoresin","english",NA
"DB11131","Oleoresin capsicum","english",NA
"DB11131","Oleoresins of capsicum","english",NA
"DB11132","Colloidal silica","english",NA
"DB11132","Colloidal silicon dioxide","english",NA
"DB11132","Diatomaceous earth","english",NA
"DB11132","Diatomaceous silica","english",NA
"DB11132","Diatomite","english",NA
"DB11132","Infusorial earth","english",NA
"DB11132","Kieselsäureanhydrid","german",NA
"DB11132","Silica","english",NA
"DB11132","Silica gel","english",NA
"DB11132","Silica, colloidal","english",NA
"DB11132","Siliceous earth","english",NA
"DB11132","Siliceous earth, purified","english",NA
"DB11132","Silicon dioxide (amorphous)","english",NA
"DB11132","Silicon dioxide, colloidal","english",NA
"DB11132","Silicon dioxide, fumed","english",NA
"DB11132","Silicon oxide","english",NA
"DB11132","Siliziumdioxid","german",NA
"DB11133","n-3 fatty acids","english",NA
"DB11133","Omega 3 fatty acids","english",NA
"DB11133","Omega-3","english",NA
"DB11133","Omega-3 acid","english",NA
"DB11133","Omega-3 acid triglycerides","english",NA
"DB11133","Omega-3 fatty acid","english",NA
"DB11133","Omega-3 phospholipids","english",NA
"DB11133","Omega-3 polyunsaturated fatty acids","english",NA
"DB11133","Omega-3 polyunsaturates","english",NA
"DB11133","Phospholipids","english",NA
"DB11133","<U+03C9>-3 fatty acids","english",NA
"DB11134","Cuprous Oxide","english",NA
"DB11134","Cuprum oxydatum nigrum","english","inn"
"DB11135","Selen","german",NA
"DB11135","Selenio","spanish",NA
"DB11135","Sélénium","french","iupac"
"DB11135","Selenium elemental","english",NA
"DB11135","Selenium metallicum","latin",NA
"DB11135","Selenium, elemental","english",NA
"DB11136","Biochrome","english",NA
"DB11136","Chrom","german",NA
"DB11136","Chromium, elemental","english",NA
"DB11136","Cromo","spanish",NA
"DB11136","Dinakrome","english",NA
"DB11137","molibdeno","spanish",NA
"DB11140","Chromium (51 Cr)","english",NA
"DB11140","Chromium Cr 51","english",NA
"DB11140","Chromium-51","english","iupac"
"DB11141","Manganese D-gluconate","english",NA
"DB11141","Manganese gluconate anhydrous","english",NA
"DB11141","Manganese(II) gluconate","english",NA
"DB11144","Oils, palm kernel, hydrogenated","english",NA
"DB11144","Palm kernel oil, hydrogenated","english",NA
"DB11145","8-Hydroxyquinoline","english",NA
"DB11145","hydroxybenzopyridine","english",NA
"DB11145","Hydroxyquinoline","english",NA
"DB11145","oxine","english",NA
"DB11145","Oxyquinoline","english","usan"
"DB11145","Phenopyridine","english",NA
"DB11148","Butamben","english","usan"
"DB11148","Butyl aminobenzoate","english","inn"
"DB11150","Bario sulfato","spanish",NA
"DB11151","caustic soda","english",NA
"DB11151","lye","english",NA
"DB11151","soda lye","english",NA
"DB11151","sodio hidróxido","spanish",NA
"DB11151","sodium hydrate","english",NA
"DB11151","white caustic","english",NA
"DB11153","Ätzkali","german",NA
"DB11153","hydroxyde de potassium","french",NA
"DB11153","Kaliumhydroxid","german",NA
"DB11153","potash lye","english",NA
"DB11153","potasio hidróxido","spanish",NA
"DB11153","potasse caustique","french",NA
"DB11155","1-(3',4'-dichlorophenyl)-3-(4'-chlorophenyl)urea","english",NA
"DB11155","3,4,4'-trichloro carbanilide","english",NA
"DB11155","3,4,4'-trichlorocarbanilide","english",NA
"DB11155","3,4,4'-trichlorodiphenylurea","english",NA
"DB11155","N-(4-chlorophenyl)-N'-(3,4-dichlorophenyl)urea","english",NA
"DB11155","Triclocarban","english","inn/usan"
"DB11156","pirantel","spanish","inn"
"DB11156","pyrantel","english/french","inn"
"DB11156","Pyrantelum","latin","inn"
"DB11157","Dithranol","english","inn"
"DB11157","Ditranol","spanish",NA
"DB11160","Feniltoloxamina","spanish",NA
"DB11160","Phenyltoloxamine","english","inn"
"DB11160","Phenyltoloxaminum","latin",NA
"DB11161","Macrogol 300","english",NA
"DB11161","PEG 300","english",NA
"DB11161","PEG-6","english",NA
"DB11166","Antithrombin (recombinant)","english",NA
"DB11166","Antithrombin III, recombinant","english",NA
"DB11166","Antithrombin III,recombinant","english",NA
"DB11168","Calcium L-threonate","english",NA
"DB11168","Threonine, calcium salt","english",NA
"DB11178","Polysorbate 20","english","inn/usan"
"DB11179","Exametazima","spanish",NA
"DB11179","Exametazime","english","inn/usan"
"DB11180","Tetrofosmin","english","inn/usan"
"DB11180","Tetrofosmina","spanish",NA
"DB11181","Homatropina","spanish",NA
"DB11183","A F Green No.2","english",NA
"DB11183","A.F. Green No. 2","english",NA
"DB11183","Acid Brilliant Green SF","english",NA
"DB11183","Acid green","english",NA
"DB11183","Acid green 5","english",NA
"DB11183","Acid Green A","english",NA
"DB11183","C.I. Acid Green 5","english",NA
"DB11183","Lichtgruen","german",NA
"DB11183","Light Green G","english",NA
"DB11183","Light Green SF","english",NA
"DB11183","Wool Brilliant Green SF","english",NA
"DB11184","oftasceína","spanish","inn"
"DB11184","Oftasceine","english","inn"
"DB11185","2-benzoyl-5-methoxy-1-phenol-4-sulfonic acid","english",NA
"DB11185","2-hydroxy-4-methoxybenzophenone-5-sulfonic acid","english",NA
"DB11185","3-benzoyl-4-hydroxy-6-methoxybenzenesulfonic acid","english",NA
"DB11185","5-benzoyl-4-hydroxy-2-methoxybenzenesulfonic acid","english",NA
"DB11185","Benzophenone-4","english",NA
"DB11185","Sulfisobenzone","english",NA
"DB11185","Sulisobenzone","english","inn/usan"
"DB11186","Carbetapentane","english",NA
"DB11190","Bis(pantothenamidoethyl) disulfide","english",NA
"DB11190","D-Bis(N-pantothenyl-beta-aminoethyl) disulfide","english",NA
"DB11190","D-pantethine","english",NA
"DB11190","Pantetina","spanish",NA
"DB11190","Pantomin","english",NA
"DB11191","(5,6-Dimethylbenzimidazolyl)cobamide coenzyme","english",NA
"DB11191","5'-Deoxy-5'-adenosylcobalamin","english",NA
"DB11191","Adenosylcob(III)alamin","english",NA
"DB11191","Adenosylcobalamin","english",NA
"DB11191","cobamamida","spanish","inn"
"DB11191","Cobamamide","english","inn"
"DB11191","cobamamidum","latin","inn"
"DB11191","Cobanamida","spanish",NA
